Ссылка;Название;Сайт;Телефон;Email;Рубрики
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380328?&stand=8D186;JIANGYIN FANGYUAN RINGLIKE FORGING & FLANGE CO. LTD;http://www.fangyuanforging.cn/;8 651 086 236 598;john.zhou@fangyuanforging.cn;Резервуары и емкости высокого давления Нефтехимическое оборудование
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380434?&stand=8C174;JIUJIANG LANZO NEW MATERIAL TECHNOLOGY CO. LTD;http://www.lanzochem.com/;8 607 928 125 225;sales001@lanzochem.com;Диспергенты для ликвидации разлива нефти Смазочные материалы
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380326?&stand=8D184;NINGBO KINGLI FASTENER CO. LTD;http://www.kl-fastener.com/;8 657 486 535 590;cicely@kl-fastener.com;Крепеж и метизы
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380484?&stand=8E170;PLATINUM VALVE (ZHEJIANG) CO. LTD;https://www.platinumvalve.com/;8 657 767 055 773;sales@platinumvalve.com;Шаровые краны под газ Нагнетательные манифольды, запорная и регулирующая арматура
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380016?&stand=8H070;RealLab!;http://www.reallab.ru/;7 (495) 266-6700;info@reallab.ru;Импортозамещение Управление работой промыслов. Промысловая связь, автоматизация и телемеханизация на промыслах Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380245?&stand=8A150;SAVECONS;http://www.savecons.ru/;7 (963) 750-1905;info@savecons.ru;Услуги по сертификации и экспертной оценке Юридическая помощь
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380743?&stand=8C054;SELECTRIC;https://selectric.ru/;7 (499) 390-8000;v.trifonova@epc.su;Технологии обогрева процессов и системы использования возобновляемой энергии. Теплообменники. ORC-процессы и технологии Электрическое оборудование. Промышленное освещение
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380461?&stand=8A175;SENBEN LIGHTING CO. LTD;http://www.senbenlighting.com/;862 160 766 337;export@senben-sh.com;Осветительное оборудование Осветительное оборудование
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380605?&stand=8C072;SHANDONG FUTURE ROBOT CO. LTD;https://www.vvlai.com/;866 315 326 187;robot2@vvlai.com;Оборудование опорно-направляющих устройств морских скважин Установки для скважинных работ
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380429?&stand=8E180;SHANDONG WANDA CABLE CO. LTD;http://www.wandacable.com/;8 605 462 062 099;kevin@wandacable.com;Кабельная продукция Каротажные кабели
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380364?&stand=8D174;SHANDONG WEIMA EQUIPMENT SCIENCE & TECHNOLOGY CORPORATION LIMITED;http://www.weimagroup.com/;865 467 161 077;fpc@weimagroup.com;Оборудование, приспособления и инструменты при работах с бурильной колонной Бурильные трубы
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380861?&stand=8B135;SHANGHAI VALVE FACTORY CO. LTD;https://www.svf.com.cn/;7 788 347 930;svf@svf.com.cn;Нефтехимическое оборудование Технологические насосы и арматура
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380681?&stand=8D150;SHIJIAZHUANG SIPAITUO INTERNATIONAL TRADE CO. LTD;http://www.spt-seals.com/;8 631 185 040 591;sales@spt-seals.com;Герметизация буровых скважин в процессе бурения. Превенторы противовыбросовые, колонные головки Пакеры и якори
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380881?&stand=8D191;SICHUAN XINWEI RUBBER CO. LTD;http://www.xinweisino.com/;8 618 281 424 277;june@xinweisino.com;Герметизация буровых скважин в процессе бурения. Превенторы противовыбросовые, колонные головки Аппаратура для контроля и управления работой нефтедобывающих скважин. Телеизмерительные скважинные системы, системы управления насосными станциями
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380507?&stand=8B170;SICHUAN XIONGCHEN TECHNOLOGY CO. LTD;https://www.pdctool.com/;8 618 482 107 516;jennyli@pdctool.com;Наземный привод. Роторы, трансмиссии, редукторы, двигатели Оборудование и приспособления для спуско-подъемных операций при бурении
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380433?&stand=8C180;SUNKYE INTERNATIONAL CO. LTD;http://www.sunkye.com/;85 262 784 773;sales@sunkye.com;Методы, оборудование и аппаратура для геофизических исследований скважин Скважинные приборы, датчики геофизических сигналов и зонды
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380557?&stand=8C165;SUZHOU EKIPOR POWER TECHNOLOGIES CO. LTD;http://www.epiorpower.com/;8 613 915 239 329;jessica@ekipor.com;Двигатели на СПГ, двухтопливные двигатели, системы энергоснабжения
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380462?&stand=8A170;SUZHOU SKYFLOW TECHNOLOGY CO. LTD;http://www.skyflow-tech.com/;8 651 266 356 151;sales@skyflow-tech.com;Криогенные вентили, приводы и активаторы Технологические насосы и арматура
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380463?&stand=8B180;TIANJIN RICHSEN OIL EQUIPMENT CO. LTD;https://www.tjrichsen.com/;862 258 570 588;alina@richsen.cn;Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380264?&stand=8B110;WEMETRO;https://www.neftegaz-expo.ru/;7 (499) 967-7799;sales.msh@ultra-gk.ru;Измерительные приборы, расходомеры, сенсоры, управляющие устройства Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380892?&stand=8B091;WENZHOU DONGYI MACHINERY MANUFACTURING CO. LTD;http://www.dycompressorparts.com/;8 613 770 705 366;tracy@wzdongyi.com.cn;Компрессоры поршневые Поршневые компрессоры
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380483?&stand=8E170;WENZHOU YIYU SEALING MATERIAL CO. LTD;http://www.chinayiyu.com/;8 657 756 579 818;master@chinayiyu.com;Манифольды противовыбросового оборудования (МПО) Колонные головки
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380466?&stand=8B178;WUHAN LINMEI HEAD PLATE CO. LTD;https://www.glmhead.com/;862 784 686 477;season@glmhead.com;Резервуары и емкости высокого давления Оборудование для учета и перевалки сжиженных газов
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380606?&stand=8D150;XINDELI VALVE CO. LTD;https://www.xindelivalve.com/;8 657 788 722 999;sale@xindelivalves.com;Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы Технологические насосы и арматура
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380432?&stand=8C178;XINTAI VALVE GROUP CO. LTD;http://www.xintaivalves.com/;8 613 736 340 876;hicyhu@xintaivalves.com;Насосы, клапаны и фильтры для очистки от примесей Шаровые краны под газ
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380321?&stand=8D180;XUZHOU LIYUAN CELLULOSE TECHNOLOGY CO. LTD;http://www.neos-ingredients.ru/;8 615 950 659 011;xzlyhg@163.com;Химреагенты и материалы для приготовления и регулирования свойств буровых растворов Материалы для цементирования скважин
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380621?&stand=8A090;ZHEJIANG DIANTAI VALVE CO. LTD;http://www.diantai-valves.com/;8 617 757 794 810;guoqian@diantaivalve.com;Запорно-регулирующая арматура Технологические насосы и арматура
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380860?&stand=8E170;ZHEJIANG ZHIJU PIPELINE INDUSTRY CO. LTD;https://www.zhijusteel.com/;8 657 786 928 748;wz@wzzhiju.com;Криогенные трубы, трубопроводы и вспомогательное оборудование
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380549?&stand=8B068;А9 СИСТЕМС, ООО;https://a9systems.ru/;7 (3952) 500-599;info@a9systems.ru;Запорно-регулирующая арматура Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380496?&stand=8E070;АБС ЗЭИМ АВТОМАТИЗАЦИЯ, АО;http://www.abs-zeim.ru/;7 (8352) 30-51-48;sales@zeim.ru;Нагнетательные манифольды, запорная и регулирующая арматура Распределительные устройства высокого напряжения
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380438?&stand=8D030;АВАЛОНЭЛЕКТРОТЕХ НПО, ООО;http://avalonelectrotech.ru/;7 (495) 933-8548;info@avalonelectrotech.ru;Автоматизация и телемеханизация в трубопроводном транспорте нефти Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380056?&stand=8D058;АВИАТРОН, НПП, ООО;http://www.aviatron-ufa.ru/;73 472 163 826;mail@aviatron-ufa.ru;Импортозамещение Управление работой промыслов. Промысловая связь, автоматизация и телемеханизация на промыслах Автоматизация и телемеханизация в трубопроводном транспорте нефти
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380188?&stand=8C001;АИС-НН, ООО;http://aisnn.com/;7 (831) 420-5220;info@aisnn.com;Пульты управления, приборы измерения уровня топлива Импортозамещение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380152?&stand=8B160;АЙСО-ИНТЕГРО, ООО;https://iso-integro.ru/;7 (495) 369-0394;info@iso-integro.ru;Информационные технологии для инжиниринга Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380851?&stand=8H050;АЙСОРС, АО;https://isource.com/;7 (495) 161-7666;support@isource.ru;Программное обеспечение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380098?&stand=8F050;АЛЬБАТРОС, АО;http://www.albatros.ru/;7 (499) 682-9991, 7 (499) 682-9996, 7 (495) 921-4173;market@albatros.ru;Оборудование для учета нефтепродуктов Импортозамещение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380252?&stand=8B015;АЛЬМА Cервисез Компани, ООО;http://almaservices.ru/;7 (966) 050-4956;alma@almasc.ru;Информационные технологии, системы контроля и управления Программное обеспечение Информационные технологии для инжиниринга Импортозамещение Создание диспетчерских пунктов и операторных центров
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380859?&stand=8C110;АЛЬФАМЕТРИКС;http://www.alfametrics.ru/;7 (3472) 99-72-82;info@alfametrics.ru;Измерительные приборы, расходомеры, сенсоры, управляющие устройства Импортозамещение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380103?&stand=8F160;АЛЬЯНС-ЭНЕРГИЯ, ООО;https://www.alliance777.com/;73 512 177 007;request@alliance777.com;Новые химические вещества и материалы, применяемые в нефтегазовой промышленности Сервис буровых растворов
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380609?&stand=8E068;АНАЛИТПРИБОР, ФГУП, СПО;http://www.analitpribor-smolensk.ru/;7 (4812) 31-11-68;market@analitpribor-smolensk.ru;Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380135?&stand=8C105;АС КОНТРОЛЗ, ООО;https://accontrols.ru/;7 (8442) 99-00-66;controls@accontrols.ru;Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380877?&stand=8A120;АСПЕКТ;https://digitalmetrolog.com/;;info@digitalmetrolog.ru;Программное обеспечение Импортозамещение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380204?&stand=8E150;АТИСС, ООО;http://www.atiss.ru/;7 (495) 147-1100;atiss@gk-atiss.ru;Информационная безопасность Информационные технологии для инжиниринга
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380070?&stand=8F010;АТОМИК СОФТ;https://automiq.ru/;7 (3822) 281-914;info@automiq.ru;Программное обеспечение Информационные технологии для инжиниринга Импортозамещение
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380268?&stand=8D015;БАКС, НТФ, ООО;http://www.bacs.ru/;7 (846) 267-38-12 / 13 / 14 / 16;info@bacs.ru;Отдельные модули, узлы, системы Измерительные приборы, расходомеры, сенсоры, управляющие устройства Импортозамещение
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380266?&stand=8H150;БД СЕНСОРС РУС, ООО;http://www.bdsensors.ru/;7 (495) 380-1683;zakaz@bdsensors.ru;Импортозамещение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380092?&stand=8A070;БД, ООО;http://www.bdrosma.ru/;7 (495) 645-9196;info@bdrosma.ru;Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Технологии строительства нефтегазовых объектов на вечномерзлых грунтах
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380231?&stand=8C095;БЕСПИЛОТНЫЕ СИСТЕМЫ, ГРУППА КОМПАНИЙ;http://supercam.aero/;7 (3412) 515165;info@supercam.aero;Видеонаблюдение и системы безопасности Применение беспилотных авиационных систем при мониторинге магистральных трубопроводов Импортозамещение
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380953?&stand=8A060;БИЗНЕСИСТ, ТД;https://www.neftegaz-expo.ru/;;;
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380166?&stand=8H120;БК-ПРИВОДНАЯ АРМАТУРА, ООО;http://www.v-tork.ru/;7 (343) 222-0601;info@bc-privod.ru;Запорно-регулирующая арматура Технологические трубопроводы. Оборудование, арматура. Насосы технологических трубопроводов. Трубная продукция
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380129?&stand=8D110;БОЛИД, НВП, АО;http://bolid.ru/;7 (495) 775-7155;info@bolid.ru;Противопожарное оборудование. Пожарная сигнализация и контроль загазованности Видеонаблюдение и системы безопасности Импортозамещение
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380379?&stand=8D012;БХС РУС, ООО;http://www.bhsrus.ru/;7 (985) 232-5701;info@bhsrus.ru;Воздухо- и газоразделительное оборудование
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380140?&stand=8B070;ВЗЛЕТ;http://www.vzljot.ru/;8 800 333-8887;mail@vzljot.ru;Измерительные приборы, расходомеры, сенсоры, управляющие устройства Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380206?&stand=8E110;ВЗОР, ООО;http://www.vzornn.ru/;8 800 100-2322;market@vzor.nnov.ru;Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Оборудование для водоочистки и водоподготовки Импортозамещение
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380038?&stand=8B001;ВИДЕО МЕДИА ГРУПП, ООО;http://www.vmgcompany.ru/;7 (495) 642-8775;sales@vmgrussia.com;Видеонаблюдение и системы безопасности Импортозамещение Создание диспетчерских пунктов и операторных центров
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380042?&stand=8E055;ВИРА РЕАЛТАЙМ, НПА, OOO;http://www.rlt.ru/;7 (495) 723-7559;rlt@rlt.ru;Импортозамещение Автоматизация и телемеханизация в трубопроводном транспорте нефти Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380526?&stand=8E070;ВНИИР, АО;https://abselectro.com/;7 (8352) 39-0000;vniir@vniir.ru;Проектирование и обустройство нефтегазовых промыслов
https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380039?&stand=8E050;ВОЛГАСПЕЦАРМАТУРА;https://ex-proof.ru/;7 (843) 526-7310;info@ex-proof.ru;Запорно-регулирующая арматура Импортозамещение Создание диспетчерских пунктов и операторных центров
