Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380271?&stand=6C050";"ВЕЗА, ООО";"https://www.veza.ru/";"+7 (495) 664-2670";"veza@veza.ru";"Технологическая вентиляция"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380694?&stand=6D044";"ВИОН, ООО";"https://vion73.ru/";"+7 (8422) 26-05-31";"vion@simbirsk.ru";"Производство уплотнений (РТИ) Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380318?&stand=6D075";"ВОЛГОГРАДСКИЙ ЗАВОД РЕЗЕРВУАРНЫХ КОНСТРУКЦИЙ, ПО, ООО";"https://vzrk.ru/";"+7 8442254452";"info@vzrk.ru";"Резервуарное оборудование Резервуары, резервуарные парки, резервуарное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380927?&stand=6D120";"ВОТКИНСКИЙ ЗАВОД, ТОРГОВЫЙ ДОМ, ОАО";"https://tpa.topol.ru/";"+7 (34145) 5-16-22";"tpa@topol.ru";"Транспорт сырой нефти и газа на промыслах. Трубы и трубопроводная арматура промысловых трубопроводов. Насосы дожимные, компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380924?&stand=6D120";"ГАРТ-УРАЛ, ООО";"https://gart-satellit.ru/";"+7 (34153) 3-08-61";"info@gart-ural.ru";"Насосы и фильтры для очистки от примесей"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380060?&stand=6C020";"ГЛПК ИНЖИНИРИНГ, ООО";"https://glpk-eng.ru/";"+7 (495) 987-4665";"marketing@glpk-eng.ru";"Инжиниринг Промышленные предприятия Оборудование и технологии для добычи, сбора, подготовки и транспортировки природного газа Оборудование и технологии обработки и сжижения природного газа Резервуарное и прочее оборудование для хранения СПГ Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры Научные исследования для нефтегазовой отрасли Оборудование для сбора и подготовки нефти и газа Комплексы и установки для подготовки нефти и газа Сепарационные блочные установки Оборудование и технологии сбора и переработки попутного газа Подготовка попутного нефтяного газа Оборудование для рекуперации паров нефти и нефтепродуктов Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380275?&stand=6E090";"ДОМАНОВСКИЙ ПРОИЗВОДСТВЕННО-ТОРГОВЫЙ КОМБИНАТ, ОАО";"http://www.silicate.by/";"+375 (1645) 20-1-83";"mark@silicate.by";"Новые химические вещества и материалы, применяемые в нефтегазовой промышленности"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380119?&stand=6C030";"ДС КОНТРОЛЗ, АО";"http://dscontrols.net/";"+7 (8162) 94-68-88";"office@dscontrols.net";"Оборудование и технологии для добычи, сбора, подготовки и транспортировки природного газа Импортозамещение Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380294?&stand=6A030";"ЗАВОД «ЛЕГМАШ», ОАО";"https://legmash.by/";"+375 216420067";"mail@legmash.by";"Разобщение пластов и герметизация буровых скважин Оборудование и инструмент для компоновки бурильной колонны"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380381?&stand=6B050";"ЗАВОД БУРОВОГО ОБОРУДОВАНИЯ, АО";"http://www.zbo.ru/";"+7 (3532) 75-68-14";"pochta@zbo.ru";"Бурильные трубы Импортозамещение Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380453?&stand=6C112";"ЗАРЯД";"http://www.zarad-ups.ru/";"+7 (495) 159-7250";"info@zarad-ups.ru";"Электрооборудование для добычи Инструмент к оборудованию для добычи нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380699?&stand=6D044";"ЗПА, ООО";"https://uzpa.ru/";"+7 (8422) 291758";"info1@uzpa.ru";"Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380248?&stand=6B070";"ИНТЕРПРОМО ГК, ООО";"http://www.interpromo.org/";"+7 863 310 02 80";"info@interpromo.org";"Очистное оборудование высокого давления Импортозамещение Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380697?&stand=6D044";"ИНТЕХМАШ, ООО";"https://itm73.ru/";"+7 (8422) 26-32-14";"itm2014ul@mail.ru";"Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380009?&stand=6E050";"КАЛАНЧА, ООО";"http://www.kalancha.ru/";"+7 (495) 781-9248";"kalancha@kalancha.ru";"Охрана труда и техника безопасности технологических процессов в нефтегазодобывающем и нефтегазоперерабатывающем комплексе Оборудование для нефтебаз, газовых терминалов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380925?&stand=6D120";"КАМИМТЕХ, ООО";"https://kamimtex.com/";"+7 (3412) 20-92-49";"sales@kamimtex.com";"Буровые насосы для геологоразведочного бурения и узлы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380278?&stand=6D040";"КБ РАСКАТ, ООО";"https://raskatkb.ru/";"+7 (925) 064-71-25";"kb.raskat@mail.ru";"Аппаратура и контрольно-измерительные приборы. Экологический мониторинг Применение беспилотных авиационных систем при мониторинге магистральных трубопроводов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380235?&stand=6B030";"КВАНТ, ООО";"https://kvantpro.com/";"+7 (495) 118-2188";"expo@kvantpro.com";"Запорно-регулирующая арматура Оборудование для водоочистки и водоподготовки Нефтехимическое оборудование Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380745?&stand=6D112";"КМЗ Бит";"http://kurganbur45.ru/";"+7 (919) 583-3737";"3522559108@mail.ru";"Оборудование и аппаратура для геологических исследований Буровые долота Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380383?&stand=6C040";"КОМПАНИЯ «ТЕХНОТЕКС», ООО";"http://www.technotecs.ru/";"+7 (347) 286-52-28";"info@technotecs.ru";"Мобильные производственные и бытовые здания Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380246?&stand=6E001";"КОМПРЕССОРТЕХ";"http://www.comtech-valves.ru/";"+7 (495) 369-2442";"info@comtech-valves.ru";"Импортозамещение Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы Поршневые компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380367?&stand=6D144";"КРАСНОКАМСКИЙ ЗАВОД МЕТАЛЛИЧЕСКИХ СЕТОК, ПАО";"http://www.rosset-kzms.ru/";"+7 (952) 662-94-42";"sales01@rosset-kzms.ru";"Буровые установки Импортозамещение Проектирование и обустройство нефтегазовых промыслов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380132?&stand=6C120";"ЛИХТГИТТЕР РУС, ООО";"http://www.lichtgitter.ru/";"+7 4822734647";"info@lichtgitter.ru";"Компоненты Сферы применения Новые химические вещества и материалы, применяемые в нефтегазовой промышленности Проектирование и строительство нефтебаз и газовых терминалов Проектирование и обустройство нефтегазовых промыслов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380926?&stand=6D120";"МАГНУМ, ООО";"https://z-magnum.ru/";"8 800 250 83 55";"info@z-magnum.ru";"Резервуары и емкости высокого давления"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380983?&stand=6D030";"МАССООБМЕННЫЕ ТЕХНОЛОГИИ, ООО (М.ТЕХ)";"http://massteh.ru/";"+7 (910) 642-1604";"pchela1972@mail.ru";"Импортозамещение Нефтехимическое оборудование Воздухо- и газоразделительное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380981?&stand=6D030";"МИКРОН, ЦТО, ООО";"http://mikron-rzn.ru/";"+7 (4912) 99-79-89";"pchela1972@mail.ru";"Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Прочее Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380612?&stand=6A020";"МИКРОТЕНЗОР, ООО";"http://www.microtensor.ru/";"+7 4862303155";"np@microtensor.ru";"Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380698?&stand=6D044";"МНС, ЗАО";"http://midaus.com/";"8 800 200-0304";"sales@midaus.com";"Топливные насосы высокого давления"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380055?&stand=6C140";"НЕДРА-ТЕСТ, НИИЦ, ООО";"http://nedratest.ru/";"+7 (495) 125-2080";"info@nedratest.ru";"Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Программное обеспечение Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380618?&stand=6C114";"НИИ ПОЛИМЕРОВ, АО";"http://www.nicp.ru/";"+7 (8313) 24-25-25";"niip@nicp.ru";"Клеи. Герметики. Компаунды Технологии и материалы для ремонта оборудования и трубопроводов Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380272?&stand=6D050";"НК КРОН, ООО";"http://kron-pump.ru/";"+7 (499) 371-0310";"info@kron-pump.ru";"Центробежные насосы Насосное, вентиляционное и компрессорное оборудование Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380022?&stand=6D070";"НТ ВЭЛВ, ООО";"http://www.ntvalve.ru/";"+7 (816) 270-0107";"Kremnikova-vv@ntvalve.ru";"Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380908?&stand=6D001";"ОМСКИЙ РЕГИОНАЛЬНЫЙ ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА. ОМСКАЯ ОБЛАСТЬ";"http://www.xn---55-9cdulgg0aog6b.xn--p1ai/";"+7 3812957775";"filimonov@fond-omsk.ru";"Газомоторное топливо. Оборудование для АГЗС и АГНКС Оборудование для дегазации цистерн и трубопроводов, разогрева нефтепродуктов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380387?&stand=6D010";"ПЕЛЕНГ, ОАО";"http://www.peleng.by/";"+375 173891100";"info@peleng.by";"Импортозамещение Эксплуатация магистральных трубопроводов нефти и газа Аппаратура для контроля за состоянием трубопроводов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380080?&stand=6C080";"ПЕРГАМ ИНЖИНИРИНГ, АО";"https://www.pergam.ru/";"+7 (495) 775-7525";"shtang@pergam.ru";"Неразрушающий контроль и техническая диагностика Применение беспилотных авиационных систем при мониторинге магистральных трубопроводов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380895?&stand=6C113";"ПЕРМСКИЙ ФЛАНЦЕВЫЙ ЗАВОД, ООО";"http://www.pfz59.ru/";"+7 (342) 293-3393";"zakaz@pfz59.ru";"Крепеж и метизы Ответные фланцы к трубопроводной арматуре"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380067?&stand=6A040";"ПРОМПРИБОР-Р, ООО";"http://www.pribor-r.ru/";"8 800 500-7125, +7 (495) 663-1625";"office@prompribor-r.ru";"Противопожарное оборудование. Пожарная сигнализация и контроль загазованности Аппаратура и контрольно-измерительные приборы. Экологический мониторинг Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380010?&stand=6E020";"ПРОМПРИБОР, АО";"http://www.prompribor.ru/";"+7 (486) 2255598";"sales@prompribor.ru";"Оборудование для нефтебаз, газовых терминалов Импортозамещение Оборудование для рекуперации паров нефти и нефтепродуктов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380566?&stand=6C070";"ПРОТОН, АО";"http://www.proton-orel.ru/";"+7 (4862) 41-84-57";"izmaylov.k@proton-orel.ru";"Электрическое оборудование. Промышленное освещение Охрана труда и техника безопасности технологических процессов в нефтегазодобывающем и нефтегазоперерабатывающем комплексе"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380909?&stand=6C135";"РГУ НЕФТИ И ГАЗА (НИУ) ИМЕНИ И.М. ГУБКИНА";"http://www.gubkin.ru/";"+7 (499) 507-88-88";"com@gubkin.ru";"Научные исследования для нефтегазовой отрасли Кадровое обеспечение компаний нефтегазовой отрасли"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380177?&stand=6D130";"РЕАМ-РТИ, ООО";"http://www.ream-rti.ru/";"+7 (495) 149-0090";"info@ream-rti.ru";"Способы и оборудование для добычи нефти и газа Глубинно-насосная добыча нефти"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380982?&stand=6D030";"РММ, ООО";"http://massteh.ru/";"+7 (930) 874-2031";"pchela1972@mail.ru";"Импортозамещение Нефтехимическое оборудование Воздухо- и газоразделительное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380614?&stand=6A020";"САМСОН, ООО";"http://samson-td.ru/";"+7 (4862) 72-40-60";"mail@samson-td.ru";"Транспортирование буровых установок Монтаж-демонтаж буровых установок"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380242?&stand=6D100";"СЕБРЯКОВСКИЙ МЕХАНИЧЕСКИЙ ЗАВОД, ООО";"https://sebryakovo.ru/";"+7 8446341777";"info@sebryakovo.ru";"Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора Инструменты для свинчивания и развинчивания бурильных труб Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380021?&stand=6C130";"СЕЙСМОТЕХНИКА, ОАО";"http://www.seismo.by/";"+375 (232) 562343";"gsmt@seismo.by";"Сейсморазведка Буровые установки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380369?&stand=6A010";"СиТЭК, НПО, ООО";"http://www.npo-sitek.ru/";"+7 (861) 290-0535";"info@npo-sitek.ru";"Комплексы и установки для подготовки нефти и газа Проектирование и обустройство нефтегазовых промыслов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380211?&stand=6E120";"СПЕЦ ЭНЕРДЖИ";"https://xn--d1abafk0amle6c6d.xn--p1ai/";"+7 (342) 259-01-87";"info@senergy.pro";"Оборудование и технологии для добычи, сбора, подготовки и транспортировки природного газа Насосы и фильтры для очистки от примесей Импортозамещение Проектирование и обустройство нефтегазовых промыслов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380695?&stand=6D085";"СТРОЙТЕХНИКА, ООО";"https://www.str10.ru/";"+7 8142526251";"stroitechnika7@yandex.ru";"Мобильные производственные и бытовые здания Импортозамещение Сооружение переходов через препятствия на трубопроводах"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380394?&stand=6B060";"СТРОНГ, ПО, АО";"http://www.zaostrong.ru/";"+7 (812) 640-6393";"info@zaostrong.ru";"Импортозамещение Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380287?&stand=6C025";"ТЕККНОУ, АО";"http://www.tek-know.ru/";"+7 (812) 324-5627";"info@tek-know.ru";"Неразрушающий контроль и техническая диагностика Импортозамещение Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380742?&stand=6D085";"ТЕХНОДАР, НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ, ООО";"https://technodar.group/";"8 800 250-0016";"info@technodar.group";"Оборудование для учета нефтепродуктов Программное обеспечение Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380145?&stand=6D025";"ТМХ-Энергетические решения, ООО";"http://tmholding.ru/";"+7 (495) 660-8950";"tmh-er@tmholding.ru";"Технологии обогрева процессов и системы использования возобновляемой энергии. Теплообменники. ORC-процессы и технологии Энергоснабжение буровых установок Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380455?&stand=6C090";"ТОБОЛ, ООО";"http://www.tobol-omsk.ru/";"+7 3812 538537";"info@tobol-omsk.ru";"Инжиниринг Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380012?&stand=6D054";"ТоргСервис, ООО";"https://www.torgservicegroup.ru/";"+7 (495) 150-7792";"mail@torgservicegroup.ru";"Оборудование для нефтебаз, газовых терминалов Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380192?&stand=6C010";"ТРЭМ Инжиниринг, АО";"http://www.tremseals.com/";"+7 (495) 780-7676";"trem@trem.ru";"Торцевые уплотнения для насосов, компрессоров и мешалок Насосное, вентиляционное и компрессорное оборудование"
