Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380076?&stand=7E110";"АНЕКО, ПРОМЫШЛЕННАЯ КОМПАНИЯ, ООО";"http://aneko.ru/";"+7 (351) 729-9049";"info@aneko.ru";"Противовыбросовое оборудование Оборудование, применяемое в условиях высокого содержания токсичных газов Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380299?&stand=7B155";"АПА-КАНДТ СИБИРЬ, ООО";"http://apa-kandt.ru/";"+7 (495) 363-5291";"info@apa-kandt.ru";"Оборудование для эксплуатации морских скважин Импортозамещение Способы и оборудование для добычи нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380920?&stand=7B100";"АРМАКОМ, ЧЕЛЯБИНСКИЙ ЗАВОД ТРУБОПРОВОДНОЙ АРМАТУРЫ, ООО";"http://chzta.ru/";"+7 (351) 777-55-07, 8 (900) 022-34-33";"info@chzta.ru";""
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380102?&stand=7B055";"БАЗТЬЮБ, ООО";"http://baztube.by/";"+375 445921226";"tube@baz.by";"Бурильные трубы Техника и технология крепления ствола скважины. Технологическая оснастка обсадных колонн. Обсадные трубы и их соединения. Башмаки обсадных колонн, хвостовики, скважинные фильтры, клапаны колонные Центробежные насосы Перфораторы Оборудование и инструмент для компоновки бурильной колонны Насосно-компрессорные трубы, устьевое и забойное оборудование добывающих скважин, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380891?&stand=7C085";"БЕЛОМО-ММЗ ИМЕНИ С.И. ВАВИЛОВА, ОАО";"http://belomo.by/";"+375 173484471";"reklama@belomo.by";"Мобильные производственные и бытовые здания Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380915?&stand=7B100";"БИЛТЕХ, ГК, ООО";"https://bilteh.ru/";"8 800 302-5679";"sales@bilteh.ru";""
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380207?&stand=7B120";"БОРОВИЧСКИЙ КОМБИНАТ ОГНЕУПОРОВ, АО";"https://aobko.ru/";"+7 (81664) 92413";"sales@aobko.ru";"Гидроразрыв призабойной зоны пласта Химическое воздействие на призабойную зону пласта"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380921?&stand=7B100";"БУР-ИНСТРУМЕНТ ЭКСПОРТ, ООО";"http://pridekz.com/";"";"info@bi-export.ru";""
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380862?&stand=7D214";"БУРЕНИЕ И НЕФТЬ, ЖУРНАЛ";"http://www.burneft.ru/";"+7 (977) 687-1504";"well@dol.ru";"СМИ"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380794?&stand=7C180";"В-1336 ПРЕДПРИЯТИЕ, АО";"http://www.v-1336.ru/";"+7 (342) 219-6134";"info@v-1336.ru";"Программное обеспечение Информационные технологии для инжиниринга Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380936?&stand=7B060";"ВС МАШИНЕРИ РУС";"http://winstar-machinery.ru/";"+7 (499) 371-7229";"ws.machinery.rus@yandex.ru";"Энергоснабжение буровых установок"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380906?&stand=7D001";"ГАЗОВАЯ ПРОМЫШЛЕННОСТЬ, ЖУРНАЛ";"http://www.neftegas.info/";"+7 (495) 240-5457";"konovalova@neftegas.info";"СМИ"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380545?&stand=7D212";"ГЕО-ВЕСТА РУС, ООО";"http://www.geovista.cn/";"+7 (917) 369-7194";"chenwm@renhesun.com";"Методы поисков и разведки месторождений нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380575?&stand=7B065";"ГЛОБАЛТЕХЭКСПОРТ, ООО";"http://www.gtexport.ru/";"+7 (495) 975-7715";"info@gtexport.ru";"Импортозамещение Транспорт сырой нефти и газа на промыслах. Трубы и трубопроводная арматура промысловых трубопроводов. Насосы дожимные, компрессоры Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380368?&stand=7B070";"ГРУППА ФИД";"http://www.fidgroup.ru/";"+7 (499) 350-0783";"info@mashoil.ru";"Программное обеспечение Оборудование и методы повышения нефтеотдачи пластов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380167?&stand=7A100";"ДС-ИМПЕКС";"https://ds-impex.ru/";"+7 (812) 610-0227";"ds@ds-impex.ru";"Бурение нефтяных и газовых скважин Системы верхнего привода Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380043?&stand=7B140";"ДФХК НЕФТЕМАШ РУС";"http://ru.dfxk.com/";"+7 9932013326";"dfxk2004@mail.ru";"Геологоразведочное оборудование Буровые установки и их узлы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380173?&stand=7B080";"ЕВРОПЕЙСКАЯ МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ, ООО";"http://www.emk24.ru/";"+7 (495) 128-3067";"sales4117336@emk.bz";"Хранение, бункерование, трубопроводы Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380355?&stand=7C212";"ЗАВОДОУКОВСКИЙ МАШЗАВОД, АО";"http://www.kedrovagon.ru/";"+7 (34542) 2-34-78";"zmz@kedrovagon.ru";"Мобильные производственные и бытовые здания Способы и оборудование для добычи нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380392?&stand=7C020";"ЗЕНИТ ОКБ, АО";"http://www.zenith.ru/";"+7 (391) 275-22-50";"info@zenith.ru";"Техника и технология крепления ствола скважины. Технологическая оснастка обсадных колонн. Обсадные трубы и их соединения. Башмаки обсадных колонн, хвостовики, скважинные фильтры, клапаны колонные"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380174?&stand=7B090";"ЗиО, Группа компаний";"http://www.podolskmash.ru/";"+7 (495) 913-8788";"info@podolskmash.ru";"Оборудование и технологии обработки и сжижения природного газа Резервуары и емкости высокого давления Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры Технологии обогрева процессов и системы использования возобновляемой энергии. Теплообменники. ORC-процессы и технологии Мобильные парогенераторы, передвижные котельные Резервуарное оборудование Оборудование для водоочистки и водоподготовки Установки парогенераторные для нагнетания пара в пласт Оборудование для подготовки воды, приготовления растворов различных химических реагентов и дозирования Сепарационные блочные установки Напорные отстойники для очистки сточных вод Трубчатые печи Отстойники для очистки нефтепромысловых сточных вод Импортозамещение Закачка пара в пласт Резервуары, резервуарные парки, резервуарное оборудование Технологические трубопроводы. Оборудование, арматура. Насосы технологических трубопроводов. Трубная продукция Оборудование головных и промежуточных насосных станций. Компрессоры для транспорта газа по магистральным трубопроводам Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380551?&stand=7A020";"ИЖЕВСКИЙ АВИАЦИОННЫЙ ЗАВОД";"http://iaz-aero.ru/";"+7 (912) 010-4620";"info@iaz-aero.ru";"Видеонаблюдение и системы безопасности Применение беспилотных авиационных систем при мониторинге магистральных трубопроводов Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380232?&stand=7B085";"ИНЕСКО, ООО";"http://www.inesco.ru/";"8 800 555 30 28";"info@inesco.ru";"Сервис буровых растворов Гидроразрыв призабойной зоны пласта"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380085?&stand=7B210";"ИННОВАЦИОННАЯ ПРОМЫШЛЕННАЯ КОМПАНИЯ, ООО (ИПК, ООО)";"https://ininco.ru/";"+7 (3412) 95-63-85";"info@ininco.ru";"Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора Импортозамещение Оборудование и методы повышения нефтеотдачи пластов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380050?&stand=7C040";"ИРЗ ТЭК, OOO";"http://oil.irz.ru/";"+7 (3412) 50-06-26";"tek@irz.ru";"Импортозамещение Аппаратура для контроля и управления работой нефтедобывающих скважин. Телеизмерительные скважинные системы, системы управления насосными станциями Технические средства для замера и учета продукции нефтедобывающих скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380274?&stand=7C010";"К5, ООО";"http://www.k5-gr.ru/";"+7 (343) 300-97-79";"info@k5-gr.ru";"Буровые установки Импортозамещение Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380948?&stand=7C060";"КАЛУГАРЕМПУТЬМАШ-СЕРВИС ПТК, OOO";"https://www.krpms.ru/";"+7 (4842) 27-98-88";"mail@krpms.ru";"Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380054?&stand=7C214";"КОРУНД, ООО";"http://www.korund.tech/";"+7 (912) 290-0212";"s.kuleshov@korund.tech";"Измерительные приборы, расходомеры, сенсоры, управляющие устройства Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380108?&stand=7D040";"КОСО СЕРВИС РУС, ООО";"http://www.ksr-valve.com/";"8 800 3503120";"office@ksr-valve.com";"Запорно-регулирующая арматура Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380095?&stand=7B005";"КПСР ГРУПП, ООО";"http://www.kpsr.by/";"+7 (495) 268-1281";"info@kpsr.by";"Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380538?&stand=7D030";"КУРГАНМАШЗАВОД, АО";"http://www.kmz.ru/";"+7 (3522) 471-888";"sales@kmz.ru";"Транспорт для перевозки тяжеловесных грузов (автомобильный, железнодорожный, воздушный транспорт) Транспортирование буровых установок Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380939?&stand=7E030";"МЕТАЛЛПЛАСТМОНТАЖ, ООО";"http://mpm.com.ru/";"+7 (909) 177-7701";"mpm@mpm.com.ru";"Импортозамещение Техника и технологии строительства магистральных трубопроводов нефти и газа Оборудование и технологии ремонта и ликвидации аварий на трубопроводах"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380165?&stand=7A100";"МС-ПРОЕКТ, ООО";"https://ms-proekt.ru/";"+7 (812) 610-0226";"ms-proekt@ms-proekt.ru";"Системы верхнего привода Разобщение пластов и герметизация буровых скважин Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380244?&stand=7B150";"НЕЗАВИСИМАЯ СЕРВИСНАЯ КОМПАНИЯ";"http://ns-company.ru/";"+7 (812) 992-31-33";"info@ns-company.ru";"Нефтехимическое оборудование Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380938?&stand=7E131";"НЕФТЕГАЗ.РУ ИНТЕРНЭШНЛ, ИНФОРМАЦИОННОЕ АГЕНТСТВО, ООО";"http://www.neftegaz.ru/";"+7 (495) 778-41-01";"info@neftegaz.ru";"СМИ"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380025?&stand=7C080";"НЕФТЬ, ООО";"http://neftcom.ru/";"+7 (3412) 570-366";"info@neftcom.ru";"Резервуарное оборудование Резервуары, резервуарные парки, резервуарное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/381072?&stand=7B100";"НИИСТРОМ";"http://uniis.ru/";"+7 (351) 200-5638";"info@uniis.ru";"Материалы для цементирования скважин Импортозамещение Технологии строительства нефтегазовых объектов на вечномерзлых грунтах"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380571?&stand=7D020";"ОЙЛРИГ, ООО";"https://www.neftegaz-expo.ru/";"+7 (925) 246-0956";"iren-kovalenko@yandex.ru";"Калибраторы, расширители Ключи"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380922?&stand=7B100";"ПАРК КОПЕЙСКОЙ ТЕХНИКИ, ООО";"https://www.neftegaz-expo.ru/";"8 800 100-20-86";"parkkt@yandex.ru";""
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380011?&stand=7E070";"ПЕТРОЛАЙН-А, НПП, ООО";"http://www.pla.ru/";"+7 (8552) 535-535";"main@pla.ru";"Электрическое оборудование. Промышленное освещение Программное обеспечение Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380229?&stand=7E140";"ПЗТО ТИТАН, ООО";"http://www.pzto-titan.ru/";"+7 (342) 214-2443";"info@pzto-titan.ru";"Компоновки низа бурильной колонны Забойные двигатели. Турбобуры, электробуры, винтовые двигатели Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380912?&stand=7B100";"ПОЖТЕХСПАС, ООО";"http://lafet01.ru/";"+7 (351) 701-65-84";"sale@lafet01.ru";""
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/381640?&stand=7C092";"ПРОМНЕФТЕСНАБ, ПКФ, ООО";"http://www.24pns.ru/";"+7 (3912) 716-669";"24pns@mail.ru";"Прочее Оборудование для дегазации цистерн и трубопроводов, разогрева нефтепродуктов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380690?&stand=7B216";"ПРОМСТЕКЛОЦЕНТР, ПК";"http://prom-steklo.ru/";"8 800 100-9905";"info@prom-steklo.ru";"Новые химические вещества и материалы, применяемые в нефтегазовой промышленности Антикоррозийная защита Герметизация буровых скважин в процессе бурения. Превенторы противовыбросовые, колонные головки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380134?&stand=7A150";"ПРОМХИМ-СФЕРА, ПКФ, ООО";"http://www.ph-sfera.ru/";"+7 (495) 644-4633";"info@ph-sfera.ru";"Неразрушающий контроль и техническая диагностика"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380125?&stand=7C210";"ПРОФЛАНЕЦ, ООО";"https://www.proflanec.ru/";"+7 982 7100682";"proflanec5@mail.ru";"Запорно-регулирующая арматура Оборудование для водоочистки и водоподготовки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380122?&stand=7D090";"ПТИМАШ, ООО";"http://ptimash.ru/";"+7 (84235) 5-43-80";"komdir@ptimash.ru";"Резервуарное и прочее оборудование для хранения СПГ Резервуары и емкости высокого давления Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380187?&stand=7C100";"РИГИНТЕЛ, OOO";"https://rigintelpro.ru/";"+7 922 3257194";"info@rigintelpro.ru";"Видеонаблюдение и системы безопасности Информационные технологии для инжиниринга Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380386?&stand=7C070";"РОССИЙСКИЙ МОРСКОЙ РЕГИСТР СУДОХОДСТВА";"https://rs-class.org/";"8 800 333-9999";"pobox@rs-class.org";"Услуги по сертификации и экспертной оценке"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380046?&stand=7B170";"РТП, ГРУППА КОМПАНИЙ";"http://www.npf-rtp.ru/";"+7 (3472) 92-72-05";"office@npf-rtp.ru";"Импортозамещение Добыча нефти погружными насосами Технологические насосы и арматура"
