Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381347?&stand=4B134";"FOSHAN ADDTECH GLASS MACHINERY CO. LTD";"http://gdaddtech.cn/";"+86 75723620488";"anneli@gdaddtech.cn";"Обработка кромки и поверхности листового стекла: шлифовка, полировка, травление, гравировка, пескоструйная обработка, УФ-склейка"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381408?&stand=4D132";"FOSHAN CITY DEFA TECHNOLOGY CO. LTD";"https://www.iwj-automation.com/";"+86 757-82703650";"fsdefa@126.com";"Резка и раскрой листового стекла Инструмент для резки, сверления, полировки и прочей обработки стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381358?&stand=4E130";"GLASFULL MACHINERY TECHNOLOGY (ZHONGSHAN) CO. LTD";"http://www.glasfull.com/";"+86 760 23760386";"sales@glasfull.com";"Сверление стекла Обработка кромки и поверхности листового стекла: шлифовка, полировка, травление, гравировка, пескоструйная обработка, УФ-склейка"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381449?&stand=4B124";"GLASS RUSSIA";"http://www.mgorod.com/";"+7 (495) 998-5858";"info@mgorod.com";"Ассоциации, профессиональные объединения СМИ"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381424?&stand=4E155";"GUANGZHOU SANKEN GLASS MACHINERY CO. LTD";"http://www.glass-machinery.com/";"+86 13560406736";"sales13@sankenglass.com";"Резка и раскрой листового стекла Производство триплекса (ламинированного стекла): оборудование (автоклавы) и технологии"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381319?&stand=4E142";"GUANGZHOU SUIBO TECHNOLOGY LTD";"https://www.suibosorting.com/";"+86 2038939965";"info@suibosorting.com";"Переработка вторсырья, стеклобоя"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381321?&stand=4E146";"HAI'AN BOKE SUPERHARD MATERIALS CO. LTD";"http://www.haianboke.com/";"+86 5138877110";"zs_haianboke@163.com";"Обработка кромки и поверхности листового стекла: шлифовка, полировка, травление, гравировка, пескоструйная обработка, УФ-склейка"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381344?&stand=4B126";"HAINAN HOLDINGS SPECIAL GLASS TECHNOLOGY CO. LTD";"https://www.hnhtglass.com/";"+86 89866265626";"haikongkeji2022@163.com";"Оборудование и технологии стекловарения, производства различных видов стекла Стекло листовое прозрачное"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381438?&stand=4C042";"HANS SCHICK GLASS SYSTEM PTE. LTD";"https://schicksystem.com/";"+65 69121521";"ar@schicksystem.com";"Оборудование и технологии производства и сборки стеклопакетов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381360?&stand=4D151";"HEBEI JADE PURE GLASS PRODUCT CO. LTD";"http://www.hbjpglass.com/";"+86 311 86250796";"susan@hbjpglass.com";"Стекло закаленное, шумоизоляционное, ударопрочное, пуленепробиваемое Инструмент для резки, сверления, полировки и прочей обработки стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381317?&stand=4B170";"HEBEI JIANBO GLASS TECHNOLOGY CO. LTD";"https://www.mirstekla-expo.ru/";"+86 13520932238";"jcdglass@126.com";"Стекло закаленное, шумоизоляционное, ударопрочное, пуленепробиваемое Стеклопакеты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381339?&stand=4E125";"HEBEI XUANKUN REFRACTORY MATERIAL TECHNOLOGY AND DEVELOPMENT CO. LTD";"http://www.xkrefractorybrick.com/";"+86 15175198888";"hbxkyxgs@163.com";"Огнеупорные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381391?&stand=4F130";"HENAN CHIEFWAY FUSED CAST REFRACTORIES CO. LTD";"http://www.chiefway.com.cn/";"+86 37169237666";"3260026570@qq.com";"Огнеупорные материалы Печи отжига (леры)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381359?&stand=4D155";"HENAN HENGLI REFRACTORY MATERIAL CO. LTD";"http://www.henglirefractory.com/";"+86 18568522613";"sales01@henglirefractory.com";"Огнеупорные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381412?&stand=4D142";"HENAN REFTECH INDUSTRIAL GROUP CO. LTD";"http://www.cnrtk.com/ru";"+86 371 6988 3888";"sales@easttecglass.com";"Огнеупорные материалы Печи отжига (леры)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381375?&stand=4F125";"HENAN SNR REFRACTORY CO. LTD";"http://www.snrefractory.com/";"+86 371 86036378";"info@snrefractory.com";"Оборудование и технологии стекловарения, производства различных видов стекла Огнеупорные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381361?&stand=4D153";"HENAN YUANDONGLI REFRACTORY TECHNOLOGY CO. LTD";"https://www.ydlkj.com/";"+86 19939900001";"dravengone@gmail.com";"Огнеупорные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381320?&stand=4E128";"HENAN YUHUA FUSED CAST REFRACTORY CO. LTD";"http://www.yhrefractories.com/";"+86 37169235369";"info@yhrefractories.com";"Огнеупорные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381388?&stand=4E040";"HFD HOUSE";"http://www.hfdhouse.com/";"+7 (495) 968-7135";"hello@hfdhouse.com";"Печать на стекле: прямая, пленочная, триплексная печать Краски, нанокраски, эмали, лаки, декоративные пленки для печати на стекле Оборудование и технологии производства и сборки стеклопакетов Лазерные технологии Производство триплекса (ламинированного стекла): оборудование (автоклавы) и технологии Оборудование для контроля качества стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381346?&stand=4B130";"HUAFU (CHENGDE) TECHNOLOGY DEVELOPMENT CO. LTD";"https://www.huafugc.com.cn/";"+86 13810473679";"qinzihan@huafugc.com.cn";"Стекловаренные печи Печи отжига (леры)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381349?&stand=4C126";"HUBEI CHUDA INTELLIGENT EQUIPMENT CO. LTD";"https://www.chuda.cn/";"+86 7242498136";"service@chuda.com.cn";"Системы загрузки / удаления шихты Оборудование и технологии для производства стеклотары"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381397?&stand=4D010";"IRIS Inspection machines S.A.";"http://www.ritsteklo.ru/";"+7 (495) 951-8500";"info@ritsteklo.ru";"Производство пустотелых изделий из стекла для медицинской, химической промышленности, косметологии и парфюмерии Оборудование для контроля качества стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381427?&stand=4E157";"JEFFER ENGINEERING AND TECHNOLOGY CO. LTD";"http://www.jeffer.com.cn/";"+86 23-67759464";"linwyu@jeffer.com.cn";"Оборудование и технологии стекловарения, производства различных видов стекла Инновации, научные и конструкторские разработки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381327?&stand=4E126";"JIANGSU HAITAI OPTOELECTRONIC MATERIALS TECHNOLOGY CO. LTD";"http://www.jshtom.com/";"+86 513-68977200";"tanmq@jshtom.com";"Сырье для производства стекла Оборудование и технологии нанесения мягкого (магнетронного) покрытия"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381366?&stand=4E160";"JIANGSU ROBOTAST AUTOMATION EQUIPMENT CO. LTD";"http://www.ruyi-lift.com/";"+86 523 86586898";"tina@ruyi-lift.com";"Оборудование для перемещения Разгрузочно-погрузочная техника"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381406?&stand=4C175";"JIANGXI JINLONG NEW MATERIAL TECHNOLOGY CO. LTD";"https://xdragontools.com/";"+86 186 8898 2640";"info@xdragontools.com";"Инструмент для резки, сверления, полировки и прочей обработки стекла Запасные части и оснастка для оборудования"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381322?&stand=4B150";"JINAN BOKE GLASS MACHINE CO. LTD";"http://www.bokeglassmachine.com/";"+86 53188528189";"info@bokeglassmachine.com";"Оборудование и технологии производства и сборки стеклопакетов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381426?&stand=4E156";"JINAN JINGYOU INTELLIGENT MACHINERY CO. LTD";"http://www.jingyouglassmachine.com/";"+86 18563721087";"info@jingyouglassmachine.com";"Стеклопакеты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381367?&stand=4E165";"JOLOSKY GLASS GROUP (JLG)";"http://www.joloskyglassgoup.com/";"+86 371 86108629";"jolosky@vip.sina.com";"Архитектурные проекты и решения Стекло в интерьере: двери, перегородки, декоративные панно, лестницы, полы, душевые кабины, плитка, кухонные фартуки и прочее"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381384?&stand=4D010";"LAND GLASS";"http://www.ritservice.msk.ru/";"+7 (495) 951-8500";"info@ritservice.msk.ru";"Закалка и моллирование стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381371?&stand=4F155";"LIAONING ZHONGMEI HIGH TEMPERATURE MATERIAL CO. LTD";"http://www.zhongmeigroup.com/";"+86 4175252893";"alec_xuweifu@163.com";"Огнеупорные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381407?&stand=4D130";"LUOGANG LUOTENG INTELLIGENT TECHNOLOGY CO. LTD";"http://www.luoteng.top/";"+86 18568905899";"2569808000@qq.com";"Инструмент для резки, сверления, полировки и прочей обработки стекла Оборудование и технологии мойки и сушки стекла и готовых изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381409?&stand=4D134";"LUOYANG EASTTEC INTELLIGENT TECHNOLOGY CO. LTD";"http://www.easttec-glass.com/";"+86-37961715971";"sales@easttecglass.com";"Обработка кромки и поверхности листового стекла: шлифовка, полировка, травление, гравировка, пескоструйная обработка, УФ-склейка Закалка и моллирование стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381353?&stand=4C145";"LUOYANG SHENCHENG INTELLIGENT EQUIPMENT CO. LTD";"http://www.shencglass.com/";"+86 18737982790";"linda@lywlglass.com";"Закалка и моллирование стекла Производство триплекса (ламинированного стекла): оборудование (автоклавы) и технологии"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381348?&stand=4B136";"LUOYANG YINJIANG GLASS MACHINERY & TOOLS CO. LTD";"https://en.yinjiangglass.com/";"+86 13673908658";"leo.li@yinjiangglass.com";"Печи отжига (леры) Закалка и моллирование стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381442?&stand=4A048";"MAKO SRL";"http://www.makoitalia.it/";"+39 0521647346";"liliana.starciuc@makoitalia.it";"Конвейеры, ролики Упаковочные линии, упаковочные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381403?&stand=4C160";"MOKE CNC INDUSTRY CO. LTD";"http://mokecnc.com/";"+86 15966907214";"info@mokecnc.com";"Лазерные технологии Вакуумные стеклопакеты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381377?&stand=4D152";"MONTEC INTERNATIONAL TRADING (SHANGHAI) CO. LTD";"https://www.montechgroup.com/";"+86 10 68186076";"remarkablespacer@163.com";"Профиль, фурнитура, дистанционые рамки, наполнители, герметики, клеи Стеклопакеты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381394?&stand=4C150";"NANJING BAISHENG GLASS TECHNOLOGY CO. LTD";"http://www.bsglass.cn/";"+86 2558759915";"njbs@bsglass.cn";"Печи отжига (леры) Ремонт и модернизация оборудования"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381289?&stand=4F078";"NEDEX KIMYA SAN. VE TIC. A.S.";"http://www.nedex.com/";"+7 (988) 770-8908";"Oleg.Konovalov@nedex.com";"Вакуумные стеклопакеты Стеклопакеты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381316?&stand=4B080";"NINGJIN GLASS MACHINERY (NJGM) LTD";"https://www.mirstekla-expo.ru/";"+7 (906) 559-7118";"solarglassooo@gmail.com";"Оборудование и технологии для производства стеклотары Системы съема, транспортеры"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381357?&stand=4D128";"PH HARDWARE MANUFACTURE CO. LTD";"http://www.phhardware.com.cn/";"+86 758 8565137";"Jiangjie409162232@163.com";"Архитектурные проекты и решения Медиафасады из стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381415?&stand=4F100";"PRAKTIK Ltd";"http://www.stanki.online/";"8 800 333-0429";"info@stanki.online";"Инструмент для резки, сверления, полировки и прочей обработки стекла Запасные части и оснастка для оборудования"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381416?&stand=4D144";"QINGDAO CONSMOS NEW BUILDING MATERIALS CO. LTD";"https://www.consmosalu.com/";"+86-186 6966 0999";"sales@consmos.com";"Стекло листовое прозрачное Стеклопакеты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381365?&stand=4D150";"QINGDAO KING TAI GLASS CO. LTD";"http://www.kingtaiglass.com/";"+86 532 86990605";"sales@kingtaiglass.com";"Стекло в интерьере: двери, перегородки, декоративные панно, лестницы, полы, душевые кабины, плитка, кухонные фартуки и прочее Стекло просветленное, матированное, декоративное, фигурное, окрашенное, узорчатое, профилит"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381423?&stand=4E153";"QINGDAO PIONEER GLASS CO. LTD";"http://www.qdpioneerglass.com/";"+86 532 86882178";"sales@qdpioneerglass.com";"Производство зеркала Стекло энергосберегающее, мультифункциональное, солнцезащитное, тонированное, самоочищающееся"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381410?&stand=4D136";"SHANDONG CARE MACHINERY TECHNOLOGY CO. LTD";"http://www.caremachine.net/";"+86 15098757557";"sales@caremach.com";"Резка и раскрой листового стекла Оборудование и технологии производства и сборки стеклопакетов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381362?&stand=4D158";"SHANDONG GHL CNC MACHINERY CO. LTD";"http://www.ghlkj.com/";"+86 531 87199078";"hannah.zhang@chinaghl.com";"Оборудование и технологии производства и сборки стеклопакетов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381404?&stand=4C165";"SHANDONG GUANHUI HOLLOW GLASS MATERIALS CO. LTD";"https://www.mirstekla-expo.ru/";"+86 13235312768";"1481022671@qq.com";"Профиль, фурнитура, дистанционые рамки, наполнители, герметики, клеи Инструмент для резки, сверления, полировки и прочей обработки стекла"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381401?&stand=4C154";"SHANDONG OYADE NEW MATERIAL TECHNOLOGY CO. LTD";"https://www.oyadesealant.com/";"";"sales@oyadesealant.com";"Оборудование и технологии производства и сборки стеклопакетов Профиль, фурнитура, дистанционые рамки, наполнители, герметики, клеи"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381326?&stand=4B160";"SHANDONG QIANYUAN SPECIAL GLASS TECHNOLOGY CO. LTD";"https://www.mirstekla-expo.ru/";"+86 13563282777";"13563282777@163.com";"Огнеупорные материалы Формы для стекольного производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381376?&stand=4C135";"SHANDONG RUITE MACHINERY CO. LTD";"https://www.mirstekla-expo.ru/";"+86 531 85760422";"sale01@ruitemachine.com";"Оборудование и технологии производства и сборки стеклопакетов Профиль, фурнитура, дистанционые рамки, наполнители, герметики, клеи"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381436?&stand=4E124";"SHANDONG TRUETEC MACHINERY CO. LTD";"http://www.truetecmachine.com/";"+86 53187978823";"info@truetec.ru";"Резка и раскрой листового стекла Оборудование и технологии производства и сборки стеклопакетов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab8-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381324?&stand=4E136";"SHANDONG ZIBO SHENZI REFRACTORY MATERIALS CO. LTD";"http://www.shenzinaicai.com/";"+86 13561686379";"shenzinaicai@vip.163.com";"Огнеупорные материалы Печи отжига (леры)"
