Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381516?&stand=2F32";"ВИЗИТ ИМ. В.Ф. СОТНИКОВА, НПО, ООО";"https://www.rosbuild-expo.ru/";"+7 4872237070";"info@dvizit.ru";"Двери входные Продукция для ограждения и обустройства территорий Системы контроля и учета Системы мониторинга и обеспечения безопасности Кованые и гнутые изделия (решетки, ворота, заборы, козырьки и др.)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381550?&stand=2F26";"ГЛВ, ООО (ГЕНЕРАТОРЫ ЛЕДЯНОЙ ВОДЫ)";"https://milkice.ru/";"+7 (913) 089-2059";"dmitrievglv@gmail.com";"Капитальное и загородное строительство Запчасти и комплектующие для машин и механизмов Металлические конструкции (ЛМК, ЛСТК, БМЗ, сэндвич-панели, полнокомплектные здания)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381537?&stand=2E33";"ГОРОД ИННОВАЦИЙ";"http://www.urbin.ru/";"8 800 550-4470";"urbin@urbin.ru";"Энергосберегающие технологии и материалы Свето- и электротехническая продукция Светотехнические изделия Уличное освещение Управление зданиями Системы управления ""умный город"""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381554?&stand=2D30";"ГОРОДСКИЕ ТЕРМЫ, ООО";"https://cityterms.ru/";"8 800 250-6355";"master.companys@gmail.com";"Бани, сауны Капитальное и загородное строительство Градостроительные решения, инвестиционные проекты СМИ"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381538?&stand=2F38";"ГРАНИТ, РУПП";"http://www.granit.by/";"+375 164743586";"market@granit.by";"Кирпич, камни и блоки, ж/б изделия Цемент, вяжущие материалы, бетоны Малые архитектурные формы Работы по благоустройству территорий Продукция для ограждения и обустройства территорий Подготовка сырья для производства стройматериалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381567?&stand=2F40";"ГРАСТОН";"ОШИБКА";"ОШИБКА";"ОШИБКА";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381543?&stand=2F24";"ДОЛОМИТ, ОАО";"http://dolomit.by/";"+375 (29) 771-00-10";"dolomitoao@yandex.ru";"Кирпич, камни и блоки, ж/б изделия Цемент, вяжущие материалы, бетоны Малые архитектурные формы Работы по благоустройству территорий Продукция для ограждения и обустройства территорий Подготовка сырья для производства стройматериалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381541?&stand=2F18";"ДОМОНАП";"http://domonap.ru/";"";"info@domonap.ru";"IT-решения Системы контроля и учета Системы управления ""умный дом"" Управление зданиями Системы мониторинга и обеспечения безопасности Системы управления ""умный город"""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381509?&stand=2D50";"ДСК 1-РОСТОКИНО";"http://www.dsk1.ru/";"+7 (499) 256-6087";"Nikonenko.ta@dsk1.ru";"Кирпич, камни и блоки, ж/б изделия Витражи Светопрозрачные материалы из ПВХ Окна, оконный профиль Комплексное снабжение объектов строительства Инженерное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381562?&stand=2A02";"ЕРЗ.РФ";"http://erzrf.ru/";"+7 (499) 673-08-27";"info@erzrf.ru";"IT-решения СМИ Отраслевые объединения, союзы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381502?&stand=2C58";"ЗАМЕС ПОИНТ, ООО";"http://www.zamespoint.com/";"+7 (495) 180-4089";"sales@zames.moscow";"Капитальное и загородное строительство Ландшафтный дизайн"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381518?&stand=2G03";"ЗОДИАК, ФАБРИКА ЖБИ, ООО";"https://bczodiak.ru/";"+7 (495) 558-1000";"zakaz@bczodiak.ru";"Кирпич, камни и блоки, ж/б изделия Опалубка, арматура, перекрытия Плиты Цемент, вяжущие материалы, бетоны"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381535?&stand=2E63";"ИКМ, ООО";"http://www.ikm-prom.ru/";"+7 (903) 961-0666";"info@ikm-prom.ru";"Плиты Фасадные конструктивные системы Капитальное и загородное строительство"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381532?&stand=2G63";"К-ПЛЮС";"http://www.k-fiber.ru/";"+7 (922) 157-0909";"fibrarsnab@mail.ru";"Опалубка, арматура, перекрытия Плиты Цемент, вяжущие материалы, бетоны Сухие строительные смеси Капитальное и загородное строительство Малые архитектурные формы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381561?&stand=2A04";"КАПСИБЛОК";"http://www.kapsiblock.ru/";"+7 (916) 036-9192";"kapsiblock@mail.ru";"Кирпич, камни и блоки, ж/б изделия Теплоизоляционные и акустические материалы Огнезащитные материалы Капитальное и загородное строительство Энергосберегающие технологии и материалы Лаки, краски и покрытия"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381572?&stand=2F35";"КАРЕЛИЯ ГАРДЕН, ТМ (ДЕНЯКИН, ИП)";"https://www.rosbuild-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381571?&stand=2D01";"КОМПАНИЯ РАЗВИТИЯ ТОРГОВЛИ";"https://www.rosbuild-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381573?&stand=2G34";"КОМПАНИЯ СТЛ";"https://www.rosbuild-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381526?&stand=2D20";"КРАСИВЫЙ ГОРОД";"http://www.k-gorod.ru/";"+7 (812) 648-2288";"info@k-gorod.ru";"Садовая и уличная мебель Малые архитектурные формы Детские и спортивные площадки Работы по благоустройству территорий"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381520?&stand=2C53";"КТС";"http://www.kts.tech/";"+7 (926) 735-4532";"hello@kts.tech";"IT-решения Системы управления ""умный дом"" Управление зданиями Системы мониторинга и обеспечения безопасности"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381559?&stand=2C15";"ЛАССЕЛСБЕРГЕР, ООО";"http://www.lb-ceramics.ru/";"+7 3472936310";"office@ru.lasselsberger.com";"Плиты Напольные материалы из камня, мозаика Керамическая плитка Инструменты для малярных, отделочных работ"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381574?&stand=2G20";"ЛИТМАШ-М";"https://www.rosbuild-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381536?&stand=2G80";"МАЙНДСЭТ, ООО";"https://provision360.ru/";"+7 (925) 340-3933";"frank@mind-set.ru";"IT-решения Средства охраны труда и техника безопасности в строительстве Системы мониторинга и обеспечения безопасности"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381549?&stand=2C23";"МАТРИЦА, ООО";"http://www.matritca.ru/";"+7 (495) 225-8092";"mail@matritca.ru";"Электротехнические изделия Системы контроля и учета"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381552?&stand=2C42";"МЕГА-МЕЧТА, СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК, ООО";"https://mechta.su/";"+7 (495) 154-4452";"info@mechta.su";"Кирпич, камни и блоки, ж/б изделия Капитальное и загородное строительство Малые архитектурные формы Детские и спортивные площадки Работы по благоустройству территорий Отделка и ремонт помещений"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381563?&stand=2D35";"МЕГАПОЛИС, ГРУППА КОМПАНИЙ, ООО";"http://www.megapolisgroup.spb.ru/";"+7 (812) 339-2570";"info@megapolisgroup.spb.ru";"Садовая и уличная мебель Малые архитектурные формы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381551?&stand=2G08";"МЕТАЛЛИК и КО, ООО";"http://metallik.ru/";"+7 (495) 620-3600";"info@metallik.ru";"Сайдинг Кровельные материалы Комплектующие для кровли, водостоки Профилированные листы и металлочерепица Профили и другие аксессуары для гипсокартона"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381565?&stand=2D55";"МЕТАЛЛИСТ, ПКП, ООО";"https://xn--80ajklac4bdf.com/";"+7 (949) 332-6130";"info.metallist@yandex.ru";"Продукция для ограждения и обустройства территорий Леса, стремянки, трапы Металлопрокат (арматура, листы, проволока, трубы, швеллеры и др.) Профилированные листы и металлочерепица Металлические конструкции (ЛМК, ЛСТК, БМЗ, сэндвич-панели, полнокомплектные здания) Кованые и гнутые изделия (решетки, ворота, заборы, козырьки и др.)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381517?&stand=2E10";"МЕТАФОРА ЛАБ, ООО";"https://metaforalab.ru/";"8 800 444-2846";"info@metaforalab.ru";"Малые архитектурные формы Детские и спортивные площадки Работы по благоустройству территорий"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381566?&stand=2G50";"МИНСКИЕ ОКНА, ООО";"http://www.minskie-okna.ru/";"+7 (915) 118-5555";"minskie-okna@yandex.ru";"Витражи Окна, оконный профиль"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381530?&stand=2G40";"МОГИЛЕВСКИЙ КСИ, ЗАО";"http://mglksi.by/";"+375 297007400";"sbyt_m1@mglksi.by";"Кирпич, камни и блоки, ж/б изделия Сухие строительные смеси"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381503?&stand=2C60";"МОДУЛАР, ООО";"http://www.a-modular.ru/";"+7 (495) 604-4013";"info.ru@a-modular.ru";"Капитальное и загородное строительство Малые архитектурные формы Комплексное снабжение объектов строительства Архитектура, проектирование, дизайн Сопровождение строительства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381548?&stand=2E22";"НАША КУХНЯ";"https://netgoloda.ru/";"+7 (985) 647-7796";"obed@netgoloda.ru";"Барбекю, грили Сопровождение строительства Тара, упаковка"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381519?&stand=2E01";"НОВЫЙ СВЕТ, ГК";"http://www.novosvet.com/";"+7 3812 376000";"info@novosvet.com";"Ландшафтный дизайн Малые архитектурные формы Светотехнические изделия Светодиодная продукция Светильники: люстры, бра, LED-светильники Уличное освещение"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381514?&stand=2G31";"НПБК, ТМ (ГИАЦИНТ, ООО)";"http://www.znpbk.ru/";"+7 (917) 032-3392, (919) 803-1831";"director@giacint-s.ru";"Кирпич, камни и блоки, ж/б изделия"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381523?&stand=2C40";"ОЛЛВОЛЛ";"http://allwall.ru/";"+7 (495) 019-4074";"info@allwall.ru";"Панели"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381501?&stand=2C35";"ПереСвет, OOO";"http://opora-peresvet.ru/";"+7 (495) 902-7001";"info@opora-peresvet.ru";"Уличное освещение Металлические конструкции (ЛМК, ЛСТК, БМЗ, сэндвич-панели, полнокомплектные здания)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381512?&stand=2F20";"ПИТОМНИК САВВАТЕЕВЫХ";"http://www.drevo-spas.ru/";"+7 (964) 582-8846";"pitomnik@drevo-spas.ru";"Ландшафтный дизайн Работы по благоустройству территорий Питомники растений"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381546?&stand=2G88";"ПРОДЖЕКТ ЛАД, ООО";"http://www.projectlad.ru/";"8 800 533-8140";"info@projectlad.ru";"IT-решения Сопровождение строительства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381500?&stand=2F30";"ПУНКТ Е";"http://www.punkt-e.ru/";"8 800 222-3700";"info@punkt-e.ru";"IT-решения Архитектура, проектирование, дизайн Зарядные станции для электромобилей Инженерное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381525?&stand=2G38";"РАДОШКОВИЧСКИЙ КЕРАМИЧЕСКИЙ ЗАВОД, ОАО (CEGLAR TM)";"http://www.ceglar.by/";"+375 336898080";"sbut@ceglar.by";"Кирпич, камни и блоки, ж/б изделия Камины, печи Барбекю, грили"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381511?&stand=2C20";"РОБИНЗОН, ООО";"http://www.robinzon-maf.ru/";"8 800 234-6864";"info@robinzon-maf.ru";"Детские и спортивные площадки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381515?&stand=2C43";"САДЫ БЭЛЛЫ, ПИТОМНИК, ООО";"http://www.bellapitomnik.su/";"+7 (927) 047-7277, (927) 417-7477";"trade@astrapitomnik.su";"Капитальное и загородное строительство Ландшафтный дизайн Детские и спортивные площадки Работы по благоустройству территорий Фонтаны и водоемы Питомники растений"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381560?&stand=2B35";"СВЯЗЬ ИНЖИНИРИНГ М, АО";"https://allmonitoring.ru/";"+7 (495) 640-4753";"info_vip@allmonitoring.ru";"Электрощитовая продукция Инженерное оборудование Системы контроля и учета Управление зданиями"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381527?&stand=2F12";"СПЕКТР-ДЕКОР, ООО";"http://www.spektr-set.ru/";"+7 (926) 233-9456";"info@s-spektr.ru";"Кирпич, камни и блоки, ж/б изделия Гидроизоляция, герметики, клеи Напольные материалы из камня, мозаика Фасадные облицовочные материалы Обои Декоративные штукатурки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381528?&stand=2E80";"СЭТЛ ТЕХ, ООО";"https://setltech.ru/";"+7 (812) 335-5188";"info@setltech.ru";"IT-решения"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381522?&stand=2C45";"ТЕРРА, ТД, ООО";"https://terra-led.ru/";"+7 (499) 322-1131";"401@terra-led.ru";"Свето- и электротехническая продукция Электротехнические изделия Светотехнические изделия Светодиодная продукция Светильники: люстры, бра, LED-светильники Уличное освещение"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381521?&stand=2G18";"ТЕХЗОР, ООО";"https://tehzor.com/";"8 800 550-2884";"info@tehzor.ru";"Капитальное и загородное строительство IT-решения Сопровождение строительства Системы контроля и учета Управление зданиями Системы мониторинга и обеспечения безопасности"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381544?&stand=2G10";"ТОПСТРОЙ, ООО";"https://flymarket.pro/";"+7 (965) 105-2100";"pavel-bondar@yandex.ru";"IT-решения"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381508?&stand=2E45";"ТУРКОВ, ООО";"http://www.turkov.ru/";"+7 (495) 510-3215";"info@turkov.ru";"Вентиляция и кондиционирование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381575?&stand=2C25";"УДОБНЫЕ РЕШЕНИЯ, ООО";"https://ds24.ru/";"8 800 222-1557";"Irina.Kozlovskaya@etalongroup.com";"IT-решения"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381545?&stand=2D80";"ФИЛОСОФТ, ООО";"http://www.filo-soft.ru/";"+7 (912) 360-0278";"info@filo-soft.ru";"IT-решения Системы управления ""умный дом"" Управление зданиями Системы мониторинга и обеспечения безопасности Системы управления ""умный город"""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381547?&stand=2F05";"ЦЕНТР ПОДДЕРЖКИ ЭКСПОРТА НИЖЕГОРОДСКОЙ ОБЛАСТИ";"https://www.rosbuild-expo.ru/";"+7 (986) 745-7869";"ik@incom-one.ru";"Капитальное и загородное строительство IT-решения"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381533?&stand=2G01";"ЧАЙНА ЛОГИСТИК, ООО";"https://chinalogistics.ru/";"+7 (499) 348-8880";"mg8@chinalogistics.ru";"Комплексное снабжение объектов строительства Грузоперевозки Мебель Свето- и электротехническая продукция Кабельно-проводниковая продукция Электроинструмент"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381510?&stand=2F31";"ЭКО СТРОЙ, ООО";"http://www.ecostroiplex.ru/";"+7 (985) 786-1380";"info@ecostroiplex.ru";"Плиты Теплоизоляционные и акустические материалы Фасадные конструктивные системы Кровельные материалы Капитальное и загородное строительство Энергосберегающие технологии и материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab2-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381553?&stand=2E35";"ЮНИПРО, ООО";"http://www.uni-pr.ru/";"+7 (920) 950-3122";"unipro@uni-r.ru";"Зарядные станции для электромобилей"
