Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380341?&stand=10D071";"BEIJING HAIZHUOLIKANG TECHNOLOGY CO. LTD";"http://www.beijinghydraulic.com/";"+86 1067956552";"hzlkjszc@163.com";"Оборудование и технология наклонно-направленного бурения. Отклонители, забойные инклинометры Аппаратура для контроля за проводкой ствола скважины. Контроль и регулирование технологических параметров бурения"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380373?&stand=10C152";"BEIJING JJC TECHNOLOGY CO. LTD";"http://www.jjcpe.com/";"+86 13181858379";"si.zeng@jjcpe.com";"Оборудование и приспособления для спуско-подъемных операций при бурении Оборудование для бурения морских скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380149?&stand=10E214";"BEIJING MARINE HENGYE METAL STRUCTURE CO. LTD";"http://www.marinehengye.com/";"+86 15011239758";"hanghaihengye@126.com";"Оборудование, аппаратура и методика геофизических исследований Методы, оборудование и аппаратура для геофизических исследований скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380613?&stand=10E140";"BEIJING ORTHO TECHNOLOGY CO. LTD";"https://www.neftegaz-expo.ru/";"+86 13601083120";"wangxj@ortho.net.cn";"Нефтехимическое оборудование Поршневые компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380280?&stand=10D054";"BEIZE VALVE GROUP CO. LTD";"http://www.beize-valve.com/";"+86 57786807002";"beize003@beize.com";"Криогенные вентили, приводы и активаторы Клапаны цементировочные"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380288?&stand=10B154";"BENGBU AIPU COMPRESSOR MANUFACTURING CO. LTD";"http://en.ap-china.com/";"+86 15056380721";"compressor@ap-china.com";"Компрессоры для закачки газа в подземные хранилища Поршневые компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380472?&stand=10B126";"BKEVEREST FLOW CONTROL (CHAOYANG) LIMITED";"https://bkeverest.com/";"+86 18142121537";"sales@bkeverest.com";"Нефтехимическое оборудование Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380331?&stand=10D077";"BOCHUAN RUICHUANG CO. LTD";"https://www.neftegaz-expo.ru/";"+86 15928085537";"litaouz@163.com";"Системы верхнего привода"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380304?&stand=10B155";"BUCCMA ACCUMULATOR (TIANJIN) CO. LTD";"http://www.buccma.com/";"+86 2288518525";"intl@buccma.com";"Бурение нефтяных и газовых скважин Дизель-гидравлические агрегаты"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380360?&stand=10C204";"CANGZHOU HUAXIN PIPE MANUFACTURING CO. LTD";"http://www.huaxinpipe.com/";"+86 3176827588";"sales@huaxinpipe.com";"Криогенные трубы, трубопроводы и вспомогательное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380596?&stand=10C074";"CANGZHOU TANSO COUPLING CO. LTD";"http://www.china-flexible-coupling.com/";"+86 18830715628";"tansococo@gmail.com";"Быстросоединяемые соединения для любых сред Блочные нефтяные насосные станции (БННС)"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380903?&stand=10E060";"CEES INDIA PVT LTD";"http://www.ceesindia.com/";"+7 (915) 3024481";"cees_sales@mail.ru";"Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры Технологии обогрева процессов и системы использования возобновляемой энергии. Теплообменники. ORC-процессы и технологии"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380402?&stand=10C140";"CHALLENGER GEOINSTRUMENTS LTD (CGL)";"https://www.changdiwutan.com/";"+86 18103601329";"liyuqing@changdiwutan.com";"Методы поисков и разведки месторождений нефти и газа Оборудование и аппаратура для геологических исследований"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380887?&stand=10E130";"CHANGSHA TAIHE ELECTRONIC EQUIPMENT CO. LTD";"http://www.csppmsensor.com/";"+86 73182561520";"helen@csppm.com";"Измерительные приборы, расходомеры, сенсоры, управляющие устройства"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380554?&stand=10C040";"CHENGDU ANDISOON MEASURE CO. LTD";"http://www.en.andisoon.com/";"+86 19822927098";"sales@andisoon.com";"Измерительные приборы, расходомеры, сенсоры, управляющие устройства Газомоторное топливо. Оборудование для АГЗС и АГНКС"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380332?&stand=10C150";"CHENGDU CHENGGAO VALVE CO. LTD";"http://www.china-cfft.com/";"+86 13808009218";"sales@china-cfft.com";"Криогенные вентили, приводы и активаторы Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380500?&stand=10B094";"CHENGDU EAST NEW MATERIAL CO. LTD";"http://www.eastnewmaterial.com/";"+86 18109038314";"annikahan@wsmaterial.com";"Забойные двигатели. Турбобуры, электробуры, винтовые двигатели Винтовые забойные двигатели (ВЗД)"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380362?&stand=10C206";"CHENGDU MINJIANG PRECISION CUTTING TOOL CO. LTD";"http://www.tungstencarbide-parts.com/";"+86 2882631290";"mkt@cdmjdj.cn";"Заправочные пистолеты и краны Бурение нефтяных и газовых скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380499?&stand=10B093";"CHENGDU TIANYI ENERGY EQUIPMENT MANUFACTURING CO. LTD";"http://www.tianyicng.com/";"+86 02886868787";"130803@qq.com";"Компрессоры для закачки газа в подземные хранилища Поршневые компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380358?&stand=10D073";"CHENGDU WEST PETROLEUM EQUIPMENT CO. LTD";"http://www.west-petro.ru/";"+86 2888434038";"catherine@westernpetro.net";"Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора Установки ситогидроциклонные, пескоотделители и сита"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380517?&stand=10C070";"CHINA GENERAL MACHINERY INDUSTRY ASSOCIATION LTD";"http://www.cgmia.org.cn/";"+86 01088393520";"chenxi@cgmia.org.cn";"Инжиниринг Компрессоры и насосы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380855?&stand=10B136";"CHINA PETROLEUM & PETROCHEMICAL EQUIPMENT INDUSTRY ASSOCIATION";"http://www.cpei.org.cn/";"+86 1064197015";"cpeiaexpo@163.com";"Буровые установки Оборудование и инструмент для проводки ствола скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380593?&stand=10C070";"CHONGQING MACHINERY & ELECTRIC CO. LTD";"https://www.chinacqme.com/Index.shtml";"+86 023 63075755";"chenshibo@chinacqme.com";"Компрессоры и насосы Центробежные насосы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380410?&stand=10D125";"CZTV-ZHONGTAI VALVE CO. LTD";"http://www.cztvvalve.com/";"+86 577 67992708";"sale@cztvvalve.com";"Криогенные вентили, приводы и активаторы Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/381073?&stand=10B221";"DALIAN KEHUAN PUMP CO. LTD";"http://www.kehuanpumps.com/";"+86 86186080";"helen@kehuanpump.com";"Компрессоры и насосы Центробежные насосы для поддержания пластового давления"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380198?&stand=10D150";"DALIAN WANYOUJUNHE GENERAL EQUIPMENT MANUFACTURING CO. LTD";"http://www.wanyoujunhe.com/";"+86 041187293068";"Service@wanyoujunhe.com";"Резервуары и емкости высокого давления Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380490?&stand=10A180";"DAMING GROUP DAMING HEAVY INDUSTRY CO. LTD";"https://www.dmsteels.com/";"+86 52382337011";"mpj@jsdmss.com";"Резервуары и емкости высокого давления Резервуары, резервуарные парки, резервуарное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380090?&stand=10D131";"DANYANG HAIWEI ELECTROTHERMAL ALLOY CO. LTD";"http://www.dyhaiwei.com/";"+86 511-86478666";"sales@haiweidianre.com";"Сварочное оборудование Крепеж и метизы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380121?&stand=10E032";"DEPAMU";"https://www.neftegaz-expo.ru/";"";"";"Технологические насосы и арматура Оборудование для дозировки и фасовки продуктов нефтехимии и нефтепереработки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380583?&stand=10E150";"DESHI ENERGY TECHNOLOGY GROUP CO. LTD";"http://www.deshigroup.com/";"+86 15866639431";"anazhao@deshigroup.com";"Сырье, реагенты, материалы Оборудование и методы повышения нефтеотдачи пластов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380403?&stand=10C132";"DEZHOU HAIHUA PETROLEUM MACHINERY CO. LTD";"http://www.haihuapetro.com/";"+86 15305343645";"Wenj@haihuapetro.com";"Буровые насосы для геологоразведочного бурения и узлы Узлы и детали насосов сменные"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380856?&stand=10B130";"DEZHOU UNITED PETROLEUM TECHNOLOGY CORP.";"http://www.dupm.cn/";"+86 5342237827";"wangyx@dupm.cn";"Оборудование и инструмент для проводки ствола скважин Насосно-компрессорные трубы, устьевое и забойное оборудование добывающих скважин, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380338?&stand=10C151";"DONGGUAN ETONE TECHNOLOGY CO. LTD";"http://www.etoneoil.com/";"+86 13537285097";"pe@etoneoil.com";"Крепеж и метизы Узлы и детали насосов сменные"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380894?&stand=10C030";"DONGYING RUIFENG PETROLEUM TECHNICAL DEVELOPMENT CO. LTD";"http://ruifengen.bjszhd.net.cn/";"+86 15127876593";"ruifengquote@ruifeng-sd.com";"Пакеры и якори Оборудование для эксплуатации морских скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380585?&stand=10E145";"DONGYING TONGBO PETROLEUM ELECTRONIC INSTRUMENT CO. LTD";"https://www.neftegaz-expo.ru/";"+86 13589973363";"tongbopetro@tongbogroup.com";"Технические средства для замера и учета продукции нефтедобывающих скважин Борьба с гипсообразованием и асфальто-смоло-парафиновыми отложениями"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380471?&stand=10B124";"EMYTE INDUSTRIAL (ZHEJIANG) CO. LTD";"https://www.emyte.com/";"+862154313806";"emt@emyte.com";"Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380556?&stand=10C045";"ERREESSE VALVE GMBH";"http://www.erreesse.de/";"+86 18057807168";"sales7@erreesse.de";"Шаровые краны под газ Клапаны бурильной колонны"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380330?&stand=10B134";"FUJIAN MEIFU TECHNOLOGY CO. LTD";"http://www.meifumg.com/";"+86 18950830732";"zengzhenfeng@meifumg.com";"Инструмент прочий Материалы для цементирования скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380325?&stand=10A112";"GREATEST TECHNOLOGY CO. LTD";"http://www.greatestmaker.com/";"+86 16519890727";"info@greatestmaker.com";"Новые химические вещества и материалы, применяемые в нефтегазовой промышленности Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380934?&stand=10C014";"GUANGDONG TAIEN FLUID TRANSMISSION EQUIPMENT CO. LTD";"http://www.taien.cc/";"+86 13316220671";"sales@taien.cc";"Техника и технологии строительства магистральных трубопроводов нефти и газа Транспортирование нефти, нефтепродуктов и сжиженного газа водным транспортом"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380305?&stand=10B150";"GUANGZHOU JINHENGYUAN ELECTRONIC TECHNOLOGY CO. LTD ?GAOBITE TM?";"http://www.gaobitebattery.com/";"+7 969 4696646";"scarlett@jhybattery.com";"Консультации Энергоснабжение буровых установок"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380088?&stand=10D134";"GUILIN SANHUA IMPORT & EXPORT CO. LTD";"http://www.shmeindustry.ru/";"+86 13977321694";"ferris@shme.top";"Электрооборудование для буровых работ Технические средства для замера и учета продукции нефтедобывающих скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380883?&stand=10D250";"HAIHAO GROUP";"https://www.neftegaz-expo.ru/";"";"";"Резервуарное оборудование Установки слива/налива"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380449?&stand=10A040";"HAIMINGRUN CO. LTD";"http://www.haimingrun.com/";"+86 75529927485";"aa.bliznyuk@intech-diamond.com";"Буровые долота Калибраторы, расширители"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380870?&stand=10E111";"HANGZHOU EXPEC TECHNOLOGY CO. LTD";"https://en.expec-tech.com/";"+86 18257192793";"sales_expec@fpi-inc.com";"Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Неразрушающий контроль и техническая диагностика"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380615?&stand=10C084";"HANGZHOU JIALONG AIR EQUIPMENT CO. LTD";"http://www.jialongequip.com.cn/";"+86 0571-85365111";"jialong@hzjlong.com.cn";"Адсорбционные осушители низкого давления Воздухо- и газоразделительное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380871?&stand=10A151";"HANGZHOU MINGDA VALVE CO. LTD";"http://www.mingdavalves.com/";"+86 16657167688";"lucy@mingdavalves.com";"Буровые установки и их узлы Нагнетательные манифольды, запорная и регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380568?&stand=10A150";"HANGZHOU OURUI AIR SEPARATION EQUIPMENT CO. LTD";"https://www.neftegaz-expo.ru/";"+86 18758037220";"amy@hzorkf.com";"Разведка месторождений природного газа Подготовка попутного нефтяного газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380114?&stand=10B075";"HANGZHOU SNNA CHEM TECH CO. LTD";"http://www.snnachem.com/";"+86 137 5716 9795";"kevin.luo@snnachem.com";"Оборудование и технологии обработки и сжижения природного газа Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380196?&stand=10D154";"HANGZHOU XINGLONG PUMP CO. LTD";"http://www.xinglongpump.com/";"+86 571-88548058";"kedi@xinglongpump.com";"Блоки насосные, агрегаты насосные Оборудование головных и промежуточных насосных станций. Компрессоры для транспорта газа по магистральным трубопроводам"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380342?&stand=10B144";"HARBIN AIR CONDITIONING CO. LTD";"http://www.hac.com.cn/";"+86 18645088021";"lxy_hac@126.com";"Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380597?&stand=10C086";"HE HARBIN POWER PLANT VALVE CO. LTD";"http://www.hvc.cc/";"+86 15567105251";"1422605640@qq.com";"Запорно-регулирующая арматура Нагнетательные манифольды, запорная и регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380425?&stand=10C174";"HEBEI ANXIN GAS EQUIPMENT CO. LTD";"http://www.hbax.cn/";"+86 187 31855588";"18731855588@163.com";"Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы Аппаратура для контроля за состоянием трубопроводов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380474?&stand=10B110";"HEBEI BO STAR PETROCHEMICAL EQUIPMENT CO. LTD";"https://www.bx-wiremesh.com/";"+86 18908469430";"galinashan2016@wirebx.com";"Установки ситогидроциклонные, пескоотделители и сита Оборудование циркуляционных систем (ЦС) по очистке и приготовлению буровых растворов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380327?&stand=10D074";"HEBEI FANGTE PETROLEUM MACHINERY MANUFACTURING CO. LTD";"http://www.ftshaleshakerscreen.com/";"+86 18983498118";"nina@ftshaleshakerscreen.com";"Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора Установки ситогидроциклонные, пескоотделители и сита"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380399?&stand=10B188";"HEBEI GN SOLIDS CONTROL CO. LTD";"http://www.gnsolidscontrol.ru/";"+7 (926) 093-9997";"yang@gnseparation.com";"Привод бурильной колонны Оборудование для приготовления бурового раствора. Дозаторы, смесители, эжекторы, гидромониторы, пневмоструйные насосы, мешалки, диспергаторы, мельницы, дробилки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380291?&stand=10C113";"HEBEI MINHAI PIPE FITTING CO. LTD";"http://www.minhai-pipefittings.com/";"+86 13333273796";"kevin@minhai-pipefittings.com";"Транспорт сырой нефти и газа на промыслах. Трубы и трубопроводная арматура промысловых трубопроводов. Насосы дожимные, компрессоры Технологические трубопроводы. Оборудование, арматура. Насосы технологических трубопроводов. Трубная продукция"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380440?&stand=10E174";"HEBEI RUISHI BITS MANUFACTURING CO. LTD";"http://www.ruishibit.com/";"+86 13833997373";"wangyan@ruishibit.com";"Буровые долота"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380511?&stand=10E181";"HEBEI TUORUIS IMPORT AND EXPORT TRADING CO. LTD";"https://www.trsseals.com/";"+86 18331373367";"admin@trsseals.com";"Герметизация буровых скважин в процессе бурения. Превенторы противовыбросовые, колонные головки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380478?&stand=10B118";"HEBEI XINFENG HIGH-PRESSURE FLANGE AND PIPE FITTING CO. LTD";"https://www.hbxfgj.com/";"+86 3176852155";"info6@hbxfgj.com";"Технологические трубопроводы. Оборудование, арматура. Насосы технологических трубопроводов. Трубная продукция Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380586?&stand=10E135";"HEBEI YUANDONG PUMPS MANUFACTURING CO. LTD";"http://ydpump.cn/";"+86 13803257244";"chqtcx@126.com";"Компрессоры и насосы Насосное, вентиляционное и компрессорное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380404?&stand=10C130";"HEFEI XINHU CANNED MOTOR PUMP CO. LTD";"http://www.shinhoo.com/";"+86 15856953950";"export@shinhoo.com";"Насосное, вентиляционное и компрессорное оборудование Электрооборудование для трубопроводного транспорта нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380580?&stand=10B226";"HENAN BOSEAN TECHNOLOGY CO. LTD";"https://bosean.net/";"+86 15639790605";"sales@bosean.com";"Измерительные приборы, расходомеры, сенсоры, управляющие устройства Противопожарное оборудование. Пожарная сигнализация и контроль загазованности"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380197?&stand=10D164";"HENAN DEQIN NEW MATERIAL CO. LTD";"http://www.dqdiamond.com/";"+86 13073704020";"sales@dqdiamond.com";"Буровые долота Породоразрушающий инструмент"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380475?&stand=10B112";"HENAN SHENLONG PETROLEUM DRILLING TOOLS CO. LTD";"https://www.petrodrillingtools.com/";"+86 3916635036";"vega@petrodrillingtools.com";"Оборудование, приспособления и инструменты при работах с бурильной колонной Оборудование и технология наклонно-направленного бурения. Отклонители, забойные инклинометры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380329?&stand=10D075";"HENAN ZHONGAN ELECTRONIC DETECTION TECHNOLOGY CO. LTD";"http://www.zadetector.com/";"+86 19138183624";"inquiry@zhongantan.com";"Прочее Инструмент прочий"
