—Ò˚ÎÍ‡;Õ‡Á‚‡ÌËÂ;—‡ÈÚ;“ÂÎÂÙÓÌ;Email
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374247?&stand=10C005";"ECOMETHOD";"http://www.eco-method.ru/";"+7 (951) 107-2878";"e.kulikova@mail.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374282?&stand=10B035";"ESSAONE";"https://www.mirdetstva-expo.ru/";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374140?&stand=10C161";"FASHION INDUSTRY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 13829600760";"susangifts@vip.126.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374152?&stand=10B135";"FOSHAN AIKA SANITARY PRODUCTS CO. LTD";"http://www.aijiadiapers.com/";"";"Bella@aikasanitary.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374084?&stand=10C171";"FUJIAN LILI INDUSTRIAL CO. LTD";"http://www.chinalili.com/";"+86 0595-85703399";"jenny@chinalili.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374118?&stand=10B139";"FUZHOU TE IMP&EXP CO. LTD";"https://www.te-toys.com/";"+86 15005010540";"sunflower83@vip.163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374043?&stand=10C079";"GROWNSY INTERNATIONAL LLC";"https://grownsy.com/";"+86 13828765181";"baron@grownsy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374137?&stand=10C165";"GUANGDONG AKIA TECHNOLOGY CO. LTD";"http://www.akiaco.com/";"+86 0757-81288311";"akia2@akiaco.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374059?&stand=10A125";"GUANGDONG JIANJIAN INTELLIGENT TECHNOLOGY CO. LTD";"http://www.jjrc.com/";"+86 134 33339699";"ahjin@jjrc.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374058?&stand=10A120";"GUANGDONG JIEXING TOYS INDUSTRIAL CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 135 36872123";"1240020326@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374057?&stand=10A100";"GUANGDONG KALITI SCIENCE & TECHNOLOGY CO. LTD";"http://www.kimyon.cn/";"+86 754 85884181";"kaliti7@kaliti.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374060?&stand=10A130";"GUANGDONG SISING INTELLIGENCE TOYS CO. LTD";"http://www.sising.com.cn/";"+86 199 02481415";"rubyzheng@sising.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374062?&stand=10B100";"GUANGDONG WEILI INTELLIGENT DEVELOPMENT CO. LTD";"http://www.wlmodel.com/";"+86 139 24754756";"master@wlmodel.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374292?&stand=10C075";"GUANGZHOU MEIYIYOU TRENDY PLAY CULTURE AND CREATIVITY CO. LTD";"http://www.samueltoy.com/";"+86 17705898229";"samueltoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374076?&stand=10C119";"GUANGZHOU STAR COMMERCIAL AVIATION TRADING CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 137 29288290";"3969476390@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374143?&stand=10B160";"HANGZHOU 2M2 INTELLIGENT HOME TECHNOLOGY CO. LTD";"http://www.2m2kids.com/";"+86 13395871220";"laiyp@2m2.cc"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374096?&stand=10C120";"HANGZHOU HAOYUE PERSONAL CARE CO. LTD";"http://www.haoyuepersonalcare.com/";"+86 57189192826";"sale08@hz-haoyue.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374178?&stand=10B165";"HANGZHOU QIANZHIYA SANITARY PRODUCTS CO. LTD";"http://www.hzqianzhiya.com/";"+86 571 69918050";"betsy@hzshutai.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374121?&stand=10B137";"HEBEI DUODUOHANI BABY PRODUCTS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 0319-7239888";"hbdodohani@gmail.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374192?&stand=10B061";"JIANGSU RUIRONG AUTO PARTS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 15850899209";"Rosalindddd@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374139?&stand=10C160";"JIANGXI BEST LUCK TECHNOLOGY CO. LTD";"https://www.toyscapable.com/";"+86 13825811214";"capableltd@cnmhtoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374301?&stand=10B078";"JIANGXI FANFAREE LIGHT INDUSTRY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 0797-6900712";"bridge@fanfaree.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374147?&stand=10D130";"JIANGXI HAND BY HAND E-COMMERCE CO. LTD";"https://tombotoy.en.made-in-china.com/";"+86 13923910358";"toys@tombotoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374163?&stand=10C167";"JIANGXI KEFBOO INDUSTRY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 18779782000";"1653319696@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374163?&stand=10C169";"JIANGXI KEFBOO INDUSTRY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 18779782000";"1653319696@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374163?&stand=10C177";"JIANGXI KEFBOO INDUSTRY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 18779782000";"1653319696@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374163?&stand=10C179";"JIANGXI KEFBOO INDUSTRY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 18779782000";"1653319696@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374126?&stand=10B177";"JINHUA QUEENPHEN IMP. AND EXP. CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 18329095176";"sale2@coolbabysports.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374289?&stand=10C076";"JINHUA YOUBANG TOY MANUFACTURING CO. LTD";"https://jhyoubang.en.alibaba.com/";"+86 18867989899";"saleslily@jhyoubangtoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374191?&stand=10C205";"JINHUA YUYUAN TOYS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 13469281666";"yywj2023@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374117?&stand=10C163";"JINJIANG JINLONG STATIONERY CO. LTD";"http://www.jinlongtoy.com/";"+86 595 857 84779";"sale@jinlongtoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374083?&stand=10C170";"JINJIANG LILI TOYS CO. LTD";"http://www.chinalili.com/";"+86 0595-85703399";"jenny@chinalili.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374346?&stand=10D085";"MAZARI";"http://www.mazariltd.ru/";"+7 (495) 259-2474";"info@mazariltd.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374270?&stand=10D040";"MIDEER TM (TOYSKINGDOM LLC)";"http://www.toyskingdom.ru/";"+7 (968) 724-4073";"toyskingdom.office@gmail.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374174?&stand=10A085";"MOZATEKA";"http://www.mozateka.ru/";"+7 (965) 185-4226";"info@mozateka.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374183?&stand=10D070";"NALEPKING TM (LEGOLITBAY LLC)";"https://www.legolit.by/";"+7 991 722-16-19, +375 29 160-66-77";"export_nalepking@legolit.by"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374233?&stand=10B207";"NINGBO BEIBEILE BABY PRODUCTS CO. LTD";"http://www.nbbbl.cn/";"+86 15168119577";"sales8@nbbbl.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374169?&stand=10D100";"NINGBO BOHENG LEISURE PRODUCTS CO. LTD";"http://www.cnboheng.com/";"+86 13082993399";"sales@cnboheng.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374230?&stand=10B205";"NINGBO COOOKO IMPORT & EXPORT CO. LTD";"http://www.coooko.com/bathaccessories";"+86 13967805670";"tim@coooko.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374138?&stand=10C173";"NINGBO GOLI TOYS CO. LTD";"http://www.giantbeankids.com/";"+86 0574-89076863";"amanda@golitoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374095?&stand=10D133";"NINGBO PIPEWAY TRADE CO. LTD";"https://yeasum.en.alibaba.com/";"+86 574 87491308";"yeasum08@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374135?&stand=10C086";"NINGBO ROYAL IMPORT AND EXPORT CO. LTD";"http://www.cn-royal.com/";"+86 0574-87102323";"Amy@cn-royal.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374142?&stand=10B171";"NINGBO ROYAL UNION CO. LTD";"http://www.mugroup.com.cn/";"+86 13429393675";"agent@royalunion.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374146?&stand=10B083";"NINGBO SAINT WANBAO BABY PRODUCTS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 15867507225";"vivian@allobebecn.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374136?&stand=10C088";"NINGBO TOOKY TOY CO. LTD";"http://www.tookytoy.com/";"+86 574-5522-5294";"tooky@tookytoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374317?&stand=10C068";"Ozon ¡‡ÌÍ";"https://finance.ozon.ru/business";"+7 (495) 215-2408";"help@finance.ozon.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374293?&stand=10C040";"PROFMAGIC";"http://www.eiford.ru/";"+7 (495) 169-0100";"info@eiford.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374188?&stand=10C207";"QINGDAO REDMAY INDUSTRY AND TRADE CO. LTD";"https://jsqtoys.en.alibaba.com/";"+86 18560463710";"info@jsqtoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374194?&stand=10C209";"QINGDAO TIANCAI ARTS & CRAFTS CO. LTD";"http://www.tiancaiarts.com/";"+86 19905329131";"info@tiancaiarts.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374134?&stand=10B091";"QUANZHOU CHILDSEA HYGIENIC PRODUCTS CO. LTD";"http://www.childsea.com/";"+86 13850725872";"info@ivebaby.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374080?&stand=10C080";"QUANZHOU JIAHUA SANITARY ARTICLES CO. LTD";"http://www.chinadiapers.com/";"+86 595-22038080";"sale9@chinadiapers.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374078?&stand=10C082";"QUANZHOU UNICO BABY PRODUCTS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 15659071616";"grace@unicobaby.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374120?&stand=10B133";"QUANZHOU WANJIABAO CHILDREN'S PRODUCTS INC. LTD";"http://www.wjbaby.net/";"+86 0595-85757548";"Colin.xie@wjbaby.net"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374081?&stand=10C084";"QUANZHOU XINGYUAN SUPPLY CHAIN MANAGEMENT CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 0595-85922600";"1803975635@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374238?&stand=10A140";"QUANZHOU YINRONG IMPORT AND EXPORT TRADE CO. LTD";"https://www.middaybear.cn/";"+86 17689369280";"sales01@herungj.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374145?&stand=10C175";"RUIJIN OKAY ELECTRONIC COMMERCE CO. LTD";"http://www.qstoys.com/";"+86 0754-85800403";"maggie@qstoys.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374182?&stand=10C125";"SCS GROUP";"http://www.scsg.ru/";"8 800 555-4653";"info@scsg.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374061?&stand=10B103";"SEMBYLON TOY";"https://www.mirdetstva-expo.ru/";"+86 134 33330365";"429797732@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374316?&stand=10B079";"SHANGHAI EDUFUN TOYS CO. LIMITED";"http://www.edufun-toys.com/";"+86 2165705580";"edufun@edufun-toys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374074?&stand=10C110";"SHANTOU CHENGHAI CENTURY YOUYI TOYS CO. LTD";"http://www.sluban.com.cn/";"+86 138 29445676";"youyi07@sluban.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374197?&stand=10B179";"SHANTOU CHENGHAI JINJIAN TOY FACTORY";"https://cargo103.ru/";"+86 13695231500";"siya@gzshygjmyyxgs3.wecom.work"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374068?&stand=10B119";"SHANTOU CHENGHAI MEIGAOBAO TOYS CO. LTD";"http://www.forange.net/";"+86 131 92155886";"mkt@forange.net"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374093?&stand=10D120";"SHANTOU CITY CHENGHAI DISTRICT STAR SHINE TOY STORE";"https://www.mirdetstva-expo.ru/";"+86 13413432456";"Xzytoys@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374035?&stand=10B129";"SHANTOU CITY CHENGHAI DISTRICT YAQI TOYS CO. LTD";"http://www.obltoys.com/";"+86 075486981019";"obl7066@obltoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374032?&stand=10B130";"SHANTOU JK TRADING COMPANY LIMITED";"http://www.jktoys.hk/";"+86 18025512331";"71005155@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374071?&stand=10C100";"SHANTOU LEBAN TRADING CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 137 90835369";"victorchen@sluban.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374067?&stand=10B117";"SHANTOU PAK TAT FUNG TRADING LIMITED";"http://www.paktattoys.com/";"+86 139 23900676";"paktatco@paktattoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374033?&stand=10B120";"SHANTOU PROMISE BEST TRADING CO. LTD";"http://www.jktoys.hk/";"+86 13433307979";"peggy@jktoys.hk"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374066?&stand=10B115";"SHANTOU QUNSHENG TOYS CO. LTD";"http://www.qstoys.com/";"+86 139 23904138";"emma@qstoys.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374075?&stand=10C115";"SHANTOU SEVENFS TECH COMPANY LIMITED";"http://tiandutoys.cn/";"+86 139 29600357";"sandy@tiandutoys.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374160?&stand=10A090";"SHANTOU SUN & FUN TOYS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 0754-89312616";"info@sunfun-toys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374065?&stand=10B110";"SHANTOU YUNI CULTURAL CO. LTD";"http://unibox.toysol.com/Index";"+86 138 25867236";"1604553117@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374034?&stand=10B127";"SHANTOU YUZHIBANG TRADE CO. LTD";"http://www.obltoys.com/";"+86 0754-86981019";"obl7066@obltoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374073?&stand=10C109";"SHANTOU ZEGAN TECHNOLOGY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 137 50413047";"colen@zegantoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374122?&stand=10B093";"TAIZHOU BABY JOYCE KID PRODUCTS CO. LTD";"http://www.babyjoyce.com/";"+86 576-8893 1978";"erin@babyjoyce.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374229?&stand=10B203";"TAIZHOU YOUSHUILAI TECHNOLOGY CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 15161081221";"xhgjx1@126.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374069?&stand=10B125";"TAO YI BEI PLASTIC INDUSTRY CO. LTD";"http://www.0086toys.com/";"+86 13825841108";"hw@0086toys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374171?&stand=10A145";"TIANCHANG TIANYI IMPORT AND EXPORT TRADE CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 13809035788";"nickxu@tianyitoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374149?&stand=10B087";"WEI WANG SPORTS EQUIPMENT (HUI ZHOU) CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 7523737828";"Colin@yongjinsports.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374214?&stand=10B113";"WENZHOU HUANCHENG TOYS CO. LTD";"http://www.huanchengtoys.com/";"+86 15167711094";"huanchengtoys@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374064?&stand=10B107";"WENZHOU XINYI INTERNATIONAL TRADE CO. LTD";"https://yoka-toy.com/";"+86 139 16402479";"3361492621@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374239?&stand=10B121";"WENZHOU YOUBEICHEN TOYS CO. LTD";"http://www.youbeichentoy.com/";"+86 13868610561";"Sales1@youbeichentoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374196?&stand=10B099";"XINGTAI CHUANGZHI CHILDREN'S TOYS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 18032952866";"a13833936979a@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374168?&stand=10C139";"YANGZHOU D KING TOYS & GIFTS CO. LTD";"http://www.dkingtoy.com/";"+86 514-87170008";"francis@dkingtoy.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374089?&stand=10D143";"YIWU DEAR BEI TOYS CO. LTD";"https://detail.1688.com/offer";"+86 13757911768";"dearbei1@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374157?&stand=10A093";"YIWU DONGSHUN TOYS CO. LTD";"http://www.dongshuntoys.com/";"+86 13957929252";"ceo@dongshuntoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374091?&stand=10D147";"YIWU JITENG TOYS CO. LTD";"http://www.jitengtoys.com/";"+86 57981589363";"stone@jitengtoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/374200?&stand=10C201";"YIWU KAQU TOYS CO. LTD";"https://www.mirdetstva-expo.ru/";"+86 13575963331";"fionazhou@kaqutoys.com"
"https://icatalog.expocentr.ru/ru/exhibitions/b67ac09b-40d1-11ee-80ce-a0d3c1fab97f/exhibitors/373995?&stand=10C133";"YIWU KEHUI TOYS CO. LTD";"http://www.ywxtqtoy.com/";"+86 0579-85207549";"sales5@ywxtq.cn"
