Ññûëêà;Íàçâàíèå;Ñàéò;Òåëåôîí;Email
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4153";"FishCrystal";"https://fishcrystal.ru/?ysclid=m7fs6o3bp697591423";"";"rusak_70@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4395";"FISHERMAN";"https://fishfm.ru";"+79145426330";"samsonitm@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4394";"FISHING BAND";"http://fishingband.ru";"+78006004125";"4398589@gmail.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4130";"FISHKIT";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4398";"FISHLANDIA";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4156";"Fishmagnet";"http://fishmagnet.by";"+375292302891";"info@fishmagnet.by"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4177";"FISHMASTER";"https://catfishmaster.ru";"+79917472264";"info@catfishmaster.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4170";"FLINC";"http://flinc-shop.ru";"+7 (921) 644-15-81";"info-zakar@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4172";"FOLK FISHING";"http://folkfishing.ru";"";"rodbelyaev@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4347";"Force Time";"https://force-time.ru";"+7 (800) 775-60-04";"saleschief@force-time.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4171";"FORTIS";"http://flinc-shop.ru";"+7 (921) 644-15-81";"info-zakar@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4323";"FREESEA";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4354";"FUSION FISHING";"https://fusion-fishing.ru";"+79036603333";"info@fusion-fishing.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4411";"GAMAKATSU";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4358";"GAOKSA";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4410";"GBS BAITS";"https://gbsbaits.ru";"+79997210111";"opt@gbsbaits.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4367";"GLADIATOR (ÎÎÎ &quot;ÌÄÂ Ãğóïï&quot;)";"https://gladiatorboat.ru";"8 800 777 31 26";"sale@gladiatorboat.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4325";"GOLFSTREAM";"https://golfstream-marine.ru";"+79635667603";"opt1@golfstream-marine.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4406";"GURZA";"http://gurza-hooks.ru";"+79371010314";"opt@gurza-hooks.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4380";"HANAGAL RUSSIA";"http://www.hanagal.ru";"+79859600690";"mr.dik-alexey@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4401";"HARLOVS";"https://harlovs.ru";"+74959098010";"sharapov@harlovs.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4512";"HUT";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4415";"Ice Cube";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4312";"KAZGOOSE. STEPOK";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4128";"KIMOTO";"https://vk.com/kimotofish";"+7 (936) 232-88-83";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4135";"KOVEA";"http://www.kovea.ru";"+74957612952";"info@activera.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4535";"Leader";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4557";"LEDER TOP ÌÀÑÒÅĞ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4391";"LION BAITS";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4292";"LOTUS INDUSTRIES (XIAMEN) IMPORT &amp; EXPORT CO., LTD";"http://www.ruilong-outdoor.com";"";"rocky@ruilong-outdoor.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4475";"Master-Fish.KZ";"https://master-fish.kz";"+77781478088";"info@bigcatch.kz"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4357";"MEDNOVTEX";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4526";"MIMICRYA";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4476";"MINOGA";"https://minoga.ru";"+7(495) 150-77-69";"info@minoga.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4386";"MIXFISH";"http://mixfish.pro";"+79884773087";"Tipfeder@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4362";"NABIL BAY";"https://ecolager.ru";"+79610089212";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4537";"NAUTILUS";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4375";"NICRON";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4378";"NITECORE";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4126";"NORMARK";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4396";"OLTA";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4123";"ONLYSPIN";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4326";"OSCAR DECOYS";"http://www.ballistik.su";"8(800)3339213";"info@ballistik.su"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4458";"OVMBULAVA.RU";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4385";"PELORUS";"https://pelorus.ru";"+79370422033";"info@pelorus.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4122";"PRAKTIK PRO";"https://praktik.pro";"+78422424602";"info@praktik.pro"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4175";"PRO ANGLERS LEAGUE";"https://proanglers.ru";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4534";"PROFI-KNIFE";"http://WWW.PROFI-KNIFE.RU";"+74954951001";"dvortsov@profi-knife.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4090";"PYRAMEX";"https://pmx-rus.ru";"+7 909 951-97-15";"pyramex@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4529";"RAUFGUN";"";"+79286217227";"cnc-laser@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4554";"REDAN";"https://redan.ru";"+79098224040";"info@redan.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4381";"RIVER VIBE";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4369";"ROGER";"https://roger-boat.ru";"+7 (800) 707-79-49";"info@roger-boat.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4140";"RSK-FISHING";"http://rsk-fishing.ru";"8927 7968 327";"robertsk@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4399";"RUNAEV";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4356";"SailMaster";"https://sail-master.ru";"+7 921 421-18-99";"info@sail-master.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4167";"SALMO GROUP";"https://salmoru.com";"+7(495)223-55-01";"info@salmoru.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4467";"SchoolHanter";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4546";"SEANOVO";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4297";"Shanghai Huangjie Outboard Equipment Co., Ltd.";"http://www.shanghaihuangjie.com";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4124";"SHOP-FISHING";"http://Shop-fishing.ru";"+79639633510";"vzheleztcov@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4420";"SINA Gear";"http://sinagear.ru";"8 (812) 237-33-10";"sales@sinagear.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4543";"SPARKCELL - ëèòèåâûå ñèñòåìû";"https://sparkcell.ru";"+79857401333";"info@sparkcell.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4335";"SPASS";"http://www.spass";"89100900207";"spass33@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4151";"Sport RB";"https://sportrb.by";"+37529-566-61-64";"sportrb.fishing@gmail.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4408";"SPRUT";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4578";"STALKER-FISH.RU";"http://STALKER-FISH.RU";"+79276324976";"prof-met2000@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4293";"Stermay Industrial Limited";"http://R.China";"";"sda@stermay.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4300";"Suzhou Pinzheng Textile Garment Co., Ltd";"https://www.aliexpress.com/store/1102857042";"814826777";"pinzhengwan@163.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4299";"Svega Industrial Co.,Ltd";"https://www.svegaoutdoor.com";"829874165";"bella@svegaltd.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4574";"Technoboat";"https://lodka-msk.ru";"+79267121009";"Vkostenko2000@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4121";"TM WERWOLF";"https://www.werwolf66.ru";"+78005007490";"info@werwolf66.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4159";"TOURIST";"http://www.tourist.ru";"+7 (423) 248-59-45";"info@tourist.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4337";"TRITONGEAR";"https://tritongear.ru";"+7 (495) 445-00-01";"zakaz@tritongear.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4104";"TSPROF";"https://ytprof.ru";"+79038880812";"zirov3737@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4157";"Tula-SF";"http://tula-sf.ru";"+79264840224";"tula-sf@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4317";"TZR";"https://cheb.zavod";"8 (800) 222-36-68";"sale@rusich.team"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4373";"UCHUR";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4165";"UF STUDIO";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4324";"V&amp;S GROUP RUSSIA";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4147";"VINOGRAD FISHING";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4568";"VIZAVI";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4093";"VYDRA";"https://www.vydra-russia.ru";"8 (800) 302-66-92";"info@vydra-russia.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4291";"Weihai Blue Bay Outdoor Product Co., Ltd";"http://www.bluebay-outdoor.com";"";"bleubay01@bluebayoutdoor.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4294";"Weihai Dafang Marine Co.,Ltd";"http://www.china-yacht.cn";"8615588381167";"info@dafangoutdoors.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4541";"YAMARINE (ÎÎÎ ßìàğèíå ĞÓÑ)";"http://Yamarine.ru";"88004444316";"sale@yamarine-outboard.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4301";"YANGJIANG GRAND HARVEST INDUSTRIAL CO., LTD.";"http://www.ghknife.com";"8825170358";"ken@ghknife.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4295";"Yongkang Manqili Industrial and Trade Co., Ltd";"http://1688.com/page/index.htm?spm=a2615.27861609.wp_pc_common_topnav.0";"8105882602";"sales@cntianhou.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4333";"ZLENCE";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4351";"ÀÂÀÍÒÌÀĞÊÅÒ";"https://avantmarket.ru";"+7 (499) 553 04 15";"b2b_marketolog@avantmarket.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4138";"ÀÂÒÎĞÑÊÈÅ ÏĞÈÌÀÍÊÈ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4133";"ÀÃĞÎ-ÇĞÊ";"http://www.agrozrk.ru";"+79268109508";"agrozrk@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4181";"ÀÄÀÌ";"http://mail.ru";"+7 985 784-43-36";"fish_kvok@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4316";"ÀÇÎÒ ÍÏÔ";"http://www.azotstore.ru";"+7(495) 995-12-85";"svod.18@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4125";"ÀÊÂÀÒÎĞÈß ÑÏÈÍÍÈÍÃÀ";"http://www.akvaspin.ru";"";"sales@fishing-shop.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4471";"Àêñåññóàğû äëÿ îõîòû";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4432";"Àëåêñàíäğîâ Â.À.";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4162";"ÀËËÈÃÀÒÎĞ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4371";"ÀĞÊÒÈÊÀ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4532";"Àğğåäî Õàğèçìà";"https://arredocarisma.ru";"+74952480668";"arredocarisma.ru@gmail.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4374";"ÀĞÒÀÊ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4435";"ÁÀÉÄÀÌ ÓÓÑ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4328";"ÁÅØÅÍÛÉ ÀÏÅËÜÑÈÍ";"http://crazyorange.ru";"+79952354421";"beshapelsin@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4580";"ÂËÀÄÈÌÈĞÑÊÀß ÎÕÎÒÀ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4314";"ÂÎÅÍÃĞÀÄ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4118";"ÂÎÈÍ";"https://partner.voinmarket";"+78006001193";"marketing@voinmarket.com"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4168";"ÂÎËÆÀÍÊÀ";"https://volzhankafishing.ru";"+7 916 140-25-86";"volzhankafishing@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4152";"Âîëæñêèå ïğèìàíêè";"https://volgabaits.ru";"+79807071616";"pr@volgabaits.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4431";"ÂÎË×ÈÉ ÂÅÊ";"https://wolf-age.ru";"+7 (495) 797-02-10";"order@wolf-age.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4372";"ÂÎÑÒÎÊ-ÑÅĞÂÈÑ";"https://vostok.ru";"";"magazin@vostok.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4436";"Âîñòî÷íûå íîæè";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4470";"ÂÑ¨ ÄËß ÎÕÎÒÛ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4438";"ÃÅÁÎ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4148";"Ãèäğîïëàíêòîí";"http://gidroplankton.ru";"+79023520953";"info@gidroplankton.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4550";"ÃÊ &quot;ÁÀĞÑ&quot;";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4091";"Ãğóç è Ëåñêà";"http://nata.beliaeva";"89260801682";"nata.beliaeva@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4355";"ÄÅËÎ ÒÅÕÍÈÊÈ";"http://www.delot.ru";"+74951816131";"info@delot.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4103";"Äåíäğîáåíà. ğóñ";"http://mail.ru";"+79267330000";"9951369@mail.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4102";"ÄÆÈÍÑÛ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4528";"ÄÍÅÏĞ-ÕÎËÌ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4416";"ÄÎÌ ËÎÑÎÑß";"http://salmonhouse.fish";"+79248940125";"salmonhousefish@yandex.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4111";"ÄÎÌ ĞÛÁÀÊÀ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4343";"ÄÎÌ ÒÀÉÌÅÍß";"http://domtaimenya.ru";"+79165757777";"info@domtaimenya.ru"
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4563";"ÇÀÂÎÄ ÒŞÌÅÍÑÊÈÅ ÀİĞÎÇÎËÈ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4422";"ÇÈÌÀ-ÎÕÎÒÀ";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4558";"Çëàòîóñòîâñêèé çàâîä îğóæåéíûõ ñïåöèàëèçèğîâàííûõ ñòàëåé";"";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4331";"ÇËÎÉ ÎÊÓÍÜ";"https://vk.ru/zloy_okun";"";""
"https://reg.huntfishexpo.ru/e-catalogue/2026/view?idExh=37&action=detail&ident=4575";"Çîëîòàÿ ğûáêà";"https://prikormka-ribka.ru";"+79189471717";"89189471717@mail.ru"
