—Ò˚ÎÍ‡;Õ‡Á‚‡ÌËÂ;—‡ÈÚ;“ÂÎÂÙÓÌ;Email
"https://catalog.textile-salon.ru/companies/company/142445-can-group-transport.html";"CAN GROUP TRANSPORT";"http://www.gruptransservis.com";"+90 212 458 1881";"tatiana@grouptransservis.com"
"https://catalog.textile-salon.ru/companies/company/32476-carreman-international.html";"CARREMAN INTERNATIONAL";"http://www.carreman-international.com";"788 23 13 35";"cjacob@carreman.fr"
"https://catalog.textile-salon.ru/companies/company/107484-celiktas-tekstil.html";"CELIKTAS TEKSTIL";"http://www.celiktastekstil.com";"+90 532 0615661";"zelihaaydin@celiktastekstil.com"
"https://catalog.textile-salon.ru/companies/company/32281-cemsa-textile.html";"CEMSA TEXTILE";"http://www.cemsatextile.com";"+90 552 459 36 88";"info@cemsatex.com"
"https://catalog.textile-salon.ru/companies/company/88431-cotton-fabric-tekstil.html";"COTTON FABRIC TEKSTIL";"https://www.cottonfabric.com";"+ 90 212 548 58 59";""
"https://catalog.textile-salon.ru/companies/company/41953-d-s-fashion.html";"D&S FASHION";"http://www.dsfashion.ru";"+7 (495) 627-7-627";"office@dsfashion.ru"
"https://catalog.textile-salon.ru/companies/company/120297-defenni.html";"DEFENNI BY USK TEKSTIL";"http://www.defenni.com";"+ 90 224 261 21 00";"info@usktekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/143443-direzzi-tekstil.html";"DIREZZI TEKSTIL";"https://www.direzzi.com";"+90 533 202 51 53";"semih@direzzi.com"
"https://catalog.textile-salon.ru/companies/company/104496-dogan-tekstil.html";"DOGAN TEKSTIL";"http://www.dogan.tc";"+90 532 665 78 68";"murat@dogan.tc"
"https://catalog.textile-salon.ru/companies/company/40570-e-buttons.html";"E-BUTTONS";"http://www.e-buttons.com";"+ 90 532 357 64 16";"info@e-buttons.com"
"https://catalog.textile-salon.ru/companies/company/143228-elizer.html";"ELIZER";"http://www.elizer.ru";"+7 929 952 41 59";"zakaz@elizer.ru"
"https://catalog.textile-salon.ru/companies/company/143449-emr.html";"EMR";"https://emrmolniya.ru";"+7 929 526 47 19";"emrmoscow@yandex.ru"
"https://catalog.textile-salon.ru/companies/company/32362-er-ez-dokuma-kumas-tekstil.html";"ER-EZ GROUP";"http://www.er-eztextile.com";"+90 (224) 372 23 36 37";"hasan@er-eztextile.com"
"https://catalog.textile-salon.ru/companies/company/50532-erler-tekstil.html";"ERLER TEKSTIL";"http://www.erlertekstil.com";"+ 90 212 231 42 55";"info@erlertekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/32332-ersat-tekstil.html";"ERSAT TEKSTIL";"http://www.ersattextile.com";"+90 224 372 42 43";"farida@ersattekstil.com"
"https://catalog.textile-salon.ru/companies/company/50535-esenteks-tekstil.html";"ESENTEKS TEKSTIL";"http://www.esenteks.com";"+ 90 530 233 50 08";"bahtiyar@esenteks.com"
"https://catalog.textile-salon.ru/companies/company/1754-expofashion.html";"EXPOFASHION";"http://expo-fashion.ru";"+7 (499) 350-18-20";"mail@expo-fashion.ru"
"https://catalog.textile-salon.ru/companies/company/105783-fabric-house.html";"FABRIC HOUSE";"http://www.fabric-house.eu";"7 (903) 176-68-17";"valeria.f@fabrichouse.com"
"https://catalog.textile-salon.ru/companies/company/106008-fazilet-tekstil.html";"FAZILET TEKSTIL";"http://www.fazilettekstil.com";"+ 90 507 826 85 96";"halit@fazilettekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/104604-firateks-tekstil.html";"FIRATEKS TEKSTIL";"http://www.firateks.com";"+90 536 239 84 45";"selcuk@novatekstil.com"
"https://catalog.textile-salon.ru/companies/company/70257-fit-in-knit-by-karbel.html";"FIT IN KNIT";"http://www.karbel.com";"+ 90 212 482 11 62";"rahman.uysal@karbel.com"
"https://catalog.textile-salon.ru/companies/company/118188-furkan-tekstil.html";"FURKAN TEKSTIL?";"https://furkantekstil.com";"+ 90 212 506 95 05";"info@furkantekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/144169-fuzhou-shenghao-textile.html";"FUZHOU SHENGHAO TEXTILE";"https://fjzhongfa.com";"+86 13515009222";"Linjinghui@fjzhongfa.com"
"https://catalog.textile-salon.ru/companies/company/32326-galatexclub.html";"GALATEXCLUB";"https://galatexclub.ru";"+7 (800) 333-15-14";"info@galatexclub.ru"
"https://catalog.textile-salon.ru/companies/company/27355-ganesh-textile.html";"GANESH TEXTILE";"http://www.ganesh-textile.ru";"+7 (804) 333-84-04";"sales@ganesh-textile.ru"
"https://catalog.textile-salon.ru/companies/company/142448-genc-isil-tekstil.html";"GENC ISIL TEKSTIL";"https://www.gencisil.com";"+90 212 705 76 00";"sanli@gencisil.com"
"https://catalog.textile-salon.ru/companies/company/120342-global-textile.html";"GLOBAL TEXTILE";"http://www.global-textile.com";"8 (71) 231 86 01";"info@global-textile.com"
"https://catalog.textile-salon.ru/companies/company/27496-gratacos.html";"GRATACOS";"http://www.gratacos.com";"+34 93 238 7352";"export@gratacos.com"
"https://catalog.textile-salon.ru/companies/company/142451-gruppo-setalia.html";"GRUPPO SETALIA";"http://www.tessutiitaliani.com";"+393498920747E-mail: julia@juliatex.com¿‰ÂÒ: »Ú‡ÎËˇ,  ÓÏÓ";"julia@juliatex.com"
"https://catalog.textile-salon.ru/companies/company/16823-g-ldemir-tekstil.html";"GULDEMIR TEKSTIL";"";"";""
"https://catalog.textile-salon.ru/companies/company/55464-guldogan-mensucat.html";"GULDOGAN MENSUCAT";"http://www.guldogan.com";"+ 90 533 735 32 95";"tural@guldogan.com"
"https://catalog.textile-salon.ru/companies/company/144187-haseller-tekstil.html";"HASELLER TEKSTIL";"http://www.hasellertekstil.com";"+90 212 6372547";"info@hasellertekstil.com"
"https://catalog.textile-salon.ru/companies/company/143437-hazin-dokuma-kumas-tekstil.html";"HAZIN DOKUMA TEKSTIL";"https://www.hazindokuma.com";"+90 224 261 5323";"ercument@hazindokuma.com"
"https://catalog.textile-salon.ru/companies/company/32329-hillteks-makina-tekstil.html";"HILLTEKS";"http://www.hillteks.com";"+90 212 485 59 29";"info@hillteks.com"
"https://catalog.textile-salon.ru/companies/company/44958-hmk-tekstil.html";"HMK TEKSTIL";"http://www.hmktextile.com";"+ 90 224 376 04 20";"export1@hmktextile.com"
"https://catalog.textile-salon.ru/companies/company/144172-huada-chengyi-shishi-trading.html";"HUADA CHENGYI (SHISHI) TRADING";"https://gmail.com";"";"jianghuaw0714@gmail.com"
"https://catalog.textile-salon.ru/companies/company/27532-ilgi-orme-tekstil.html";"ILGI ORME TEKSTIL";"http://www.ilgitextile.com";"+90 507 635 56 84";"export@ilgitextile.com"
"https://catalog.textile-salon.ru/companies/company/144677-ino-fermuar.html";"INO FERMUAR";"https://www.inofermuar.com";"+905303131096";"textile@dbt-group.com.tr"
"https://catalog.textile-salon.ru/companies/company/32512-ioakimidis-textiles.html";"IOAKIMIDIS TEXTILES";"http://www.ioakimidis.com";"";"vasilis@ioakimidis.com"
"https://catalog.textile-salon.ru/companies/company/32344-ipek-fantazi-tekstil.html";"IPEK FANTAZI TEKSTIL";"http://www.ipekfantazi.com";"+90 5458508858";"ibrahim@ipekfantazi.com.tr"
"https://catalog.textile-salon.ru/companies/company/32335-isiksoy-tekstil.html";"ISIKSOY TEKSTIL";"http://www.isiksoytekstil.com";"+90 530 610 16 39";"islam.ali@isiksoytekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/143962-jade-tekstil.html";"JADE TEKSTIL";"https://jadetekstil.com";"+90 532 495 35 79";"tayfuntoy@jadetekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/121526-jiangyin-tianye-textile-co-ltd.html";"JIANGYIN TIANYE TEXTILE CO., LTD.";"http://www.tianye.com";"+ 86-137 616 844 81";"415728224@qq.com"
"https://catalog.textile-salon.ru/companies/company/144175-jianshan-tianyi-apparel-accessories-factory.html";"JIANSHAN TIANYI APPAREL ACCESSORIES FACTORY";"https://126.com";"+86 13456388107";"jiashantianyi@126.com"
"https://catalog.textile-salon.ru/companies/company/27391-jmk-tekstil.html";"JMK TEKSTIL";"http://www.jmk.com";"+90 212 231 32 32";"alper@jmk.com.tr"
"https://catalog.textile-salon.ru/companies/company/115528-juan-boluda-s-a.html";"JUAN BOLUDA S.A.";"http://www.juanboluda.com";"+34963308161";"josemaria@juanboluda.com"
"https://catalog.textile-salon.ru/companies/company/144580-kaichen-textile.html";"KAICHEN TEXTILE";"https://kaichentextile.en";"+8619012833008";"carrie@kaichentextile.cn"
"https://catalog.textile-salon.ru/companies/company/32317-karinca-tekstil.html";"KARINCA TEKSTIL";"http://www.karincatekstil.com";"90 212 233 20 03";"ahmet@karincatekstil.com"
"https://catalog.textile-salon.ru/companies/company/40420-karkent-tekstil.html";"KARKENT TEKSTIL?";"http://www.karkent.com";"+ 90 224 371 82 20";"export@karkent.com"
"https://catalog.textile-salon.ru/companies/company/142454-kasar-ve-dual-tekstil.html";"KASAR VE DUAL TEKSTIL";"http://www.kasar-dual.com";"+7 961 117 45 06";"mutlu@kasar-dual.com"
"https://catalog.textile-salon.ru/companies/company/32290-kipas.html";"KIPAS / TKANI.BURO";"http://www.tkaniburo.ru";"7 (929) 671-13-21";"lakicom24@gmail.com"
"https://catalog.textile-salon.ru/companies/company/71226-kolunsag-muflon.html";"KOLUNSAG MUFLON";"https://www.kolunsag.com";"+ 90 212 886 53 34";"export@kolunsag.com.tr"
"https://catalog.textile-salon.ru/companies/company/44565-kotonteks.html";"KOTONTEKS";"http://www.kotonteks.com";"+ 90 224 261 27 70";"info@kotonteks.com.tr"
"https://catalog.textile-salon.ru/companies/company/32323-kukrer-tekstil.html";"KUKRER TEKSTIL";"http://www.kukrertekstil.com";"+90 539 290 61 90";"kukrer@kukrertekstil.com"
"https://catalog.textile-salon.ru/companies/company/32434-lanificio-fratelli-balli-spa.html";"LANIFICIO FRATELLI BALLI S.p.A.";"http://www.balli.it";"+39 0574 464744";"balli@balli.it"
"https://catalog.textile-salon.ru/companies/company/119811-lanificio-nuovo-ri-vera.html";"LANIFICIO NUOVO RI-VERA";"http://www.nuovorivera.com";"8 05 74 54 54 46";"alexandra@nuovorivera.com"
"https://catalog.textile-salon.ru/companies/company/70830-lanificio-t-line.html";"LANIFICIO T.LINE";"http://www.lanificiotline.com";"+39 0574 814 660";"tline@lanificiotline.com"
"https://catalog.textile-salon.ru/companies/company/120345-lia-fabric.html";"LIA FABRIC";"http://www.liafabric.com";"+ 90 505 634 16 44";"cihan@liafabric.com"
"https://catalog.textile-salon.ru/companies/company/144532-manuela-apparel-exports.html";"MANUELA APPAREL EXPORTS";"https://shaan.manuela";"830327767";"shaan.manuela@gmail.com"
"https://catalog.textile-salon.ru/companies/company/104142-marfil-tekstil.html";"MARFIL TEKSTIL";"http://www.marfil.com";"+ 90 212 343 31 90";"marfil@marfil.com.tr"
"https://catalog.textile-salon.ru/companies/company/115376-marka-kumascilik.html";"MARKA KUMASCILIK";"http://www.markakumascilik.com";"+ 90 532 313 03 90";"info@markakumascilik.com"
"https://catalog.textile-salon.ru/companies/company/32338-marsala-tekstil.html";"MARSALA TEKSTIL";"http://www.marsalatextile.com";"+90 224 502-0019";"info@marsalatextile.com"
"https://catalog.textile-salon.ru/companies/company/122120-mayer-home.html";"MAYERHOME";"http://www.mayerhome.ru";"7 (926) 684-00-77";"mayerhome@mail.ru"
"https://catalog.textile-salon.ru/companies/company/143302-mem-textile.html";"MEM";"https://www.memtextile.com";"+90 533 733 09 51";"tufan@memtextile.com"
"https://catalog.textile-salon.ru/companies/company/117987-mert-ipek.html";"MERT IPEK";"http://www.mertipek.com";"+ 90 232 531 50 80";"sales@mertipek.com"
"https://catalog.textile-salon.ru/companies/company/118485-messe-tekstil.html";"MESSE TEKSTIL";"https://www.messetekstil.com";"+ 90 212 233 24 55";"sametb@messetekstil.com"
"https://catalog.textile-salon.ru/companies/company/120606-mi-co-fabrics.html";"MI & CO FABRICS";"https://micofabrics.com";"+ 90 212 813 23 09";"info@micofabrics.com"
"https://catalog.textile-salon.ru/companies/company/32557-michelangelo-sas.html";"MICHELANGELO SAS";"https://Michelangelo.textiles";"+7(911)271-02-93";"Michelangelo.textiles@gmail.com"
"https://catalog.textile-salon.ru/companies/company/143224-misola-tkani.html";"MISOLA “ ¿Õ»";"";"+7 (985) 097-21-89";""
"https://catalog.textile-salon.ru/companies/company/40438-moripek-tekstil.html";"MORIPEK TEKSTIL";"http://www.moripek.com";"+ 90 535 454 50 72";"info@moripek.com.tr"
"https://catalog.textile-salon.ru/companies/company/119907-motif-mensucat.html";"MOTIF MENSUCAT";"http://www.motifmensucat.com";"+ 90 224 261 61 08";"cenk.aydemir@motiffabricmaker.com"
"https://catalog.textile-salon.ru/companies/company/103530-mss-dokuma.html";"MSS DOKUMA";"https://www.msstekstil.com";"+905322140477";"ahmet@msstekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/27520-muratoglu-tekstil.html";"MURATOGLU TEKSTIL";"http://www.muratoglutekstil.com";"+902122256504";"muratoglu@muratoglutekstil.com"
"https://catalog.textile-salon.ru/companies/company/32305-nova-kumas.html";"NOVA KUMAS TEKSTIL";"http://www.novakumas.com";"+ 90 535 4131395";"tkaninovateks@gmail.com"
"https://catalog.textile-salon.ru/companies/company/40432-olcerler-tekstil.html";"OLCERLER TEKSTIL?";"http://www.olcerlertekstil.com";"+ 90 530 293 43 47";"alper@olcerlertekstil.com"
"https://catalog.textile-salon.ru/companies/company/115382-orientstar-textile.html";"ORIENTSTAR TEXTILE";"";"";""
"https://catalog.textile-salon.ru/companies/company/105561-ozcan-tekstil.html";"OZCAN TEKSTIL";"http://www.ozcantextile.com";"+ 90 532 382 37 18";"dzhahan89@gmail.com"
"https://catalog.textile-salon.ru/companies/company/16901-z-imen-tekstil.html";"?ZCIMEN TEKSTIL";"http://www.ozcimentextile.com";"+90 224 261 04 71";"fatih@ozcimentextile.com"
"https://catalog.textile-salon.ru/companies/company/32314-ozel-tekstil.html";"OZEL TEKSTIL";"http://www.ozeltekstil.com";"+90 224 714-81-29";"info@ozeltekstil.com"
"https://catalog.textile-salon.ru/companies/company/104151-ozsar-tekstil.html";"OZSAR ORME KUMAS";"http://www.ozsartekstil.com";"+90 212 546 07 07";"info@ozsartekstil.com"
"https://catalog.textile-salon.ru/companies/company/104751-ozucel-textile.html";"OZUCEL TEXTILE?";"";"";""
"https://catalog.textile-salon.ru/companies/company/143731-pisa-tekstil.html";"PISA TEKSTIL";"https://pisatekstil.com";"+90 212 654 61 00";"duygua@pisatekstil.com"
"https://catalog.textile-salon.ru/companies/company/32365-premium-textile.html";"PREMIUM TEXTILE";"http://www.p-textile.com";"+375447967777";"milliontex@gmail.com"
"https://catalog.textile-salon.ru/companies/company/142430-protos-i-k.html";"PROTOS";"https://protos.ru";"+7 (495) 921-39-22";"info@protos.ru"
"https://catalog.textile-salon.ru/companies/company/120594-ra-advanced-high-technology.html";"RA ADVANCED HIGH TECHNOLOGY";"https://www.ra-world.com";"+ 90 532 361 57 92";"info@ra-world.com"
"https://catalog.textile-salon.ru/companies/company/45099-rodoper-teksti-l.html";"RODOPER TEKST?L";"http://www.rodopertekstil.com";"+ 90 532 288 11 16";"serhat@rodopertekstil.com"
"https://catalog.textile-salon.ru/companies/company/32251-runa-tex.html";"RUNA TEX";"http://www.tkaniruna.ru";"8 (800) 250-32-55";"roskosh-rnd@mail.ru"
"https://catalog.textile-salon.ru/companies/company/108787-saff-textile.html";"SAFF TEXTILE";"https://yandex.ru";"+7 996 955-50-95";"safftexru@yandex.ru"
"https://catalog.textile-salon.ru/companies/company/44541-sefa-fermuar.html";"SEFA FERMUAR";"http://www.sefafermuar.com";"+90 212 637 44 70";"ismail@sefafermuar.com.tr"
"https://catalog.textile-salon.ru/companies/company/45503-sel-tekstil.html";"SEL TEKSTIL";"https://seltekstil.com";"+ 90 532 436 75 10";"Info@seltekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/40786-sem-e-miroglio-ead.html";"SEM BY EDOARDO MIROGLIO";"http://www.emiroglio.com";"";"todor.radev@emiroglio.com"
"https://catalog.textile-salon.ru/companies/company/40624-seray-teksti-l.html";"SERAY TEKST?L";"http://www.seraytekstil.com";"+90 224 261 24 15";"umit@seraytekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/16925-sergiteks-tekstil-san-tic-as.html";"SERGITEKS";"https://sergiteks.com";"+90 507 859 27 49";"export@sergiteks.com.tr"
"https://catalog.textile-salon.ru/companies/company/73737-sery-lmaz-tekstil.html";"SERYILMAZ TEKSTIL";"https://seryilmaztekstil.com";"+ 90 224 361 01 84-85";"info@seryilmaztekstil.com"
"https://catalog.textile-salon.ru/companies/company/104274-sevimlisoy-tekstil.html";"SEVIMLISOY TEKSTIL";"http://www.sevimlisoytekstil.com";"+ 90 532 411 68 98";"info@sevimlisoytekstil.com"
"https://catalog.textile-salon.ru/companies/company/144478-sezer-tekstil.html";"SEZER TEKSTIL";"https://MAH.DER";"+ 90 533 583 31 00";"dilek@sezertekstil.net"
"https://catalog.textile-salon.ru/companies/company/143974-shaoxing-xuanzhuang-textile-co-ltd.html";"SHAOXING XUANZHUANG TEXTILE CO., LTD";"https://yazetextile.com";"+8613325756076";"betty@yazetextile.com"
"https://catalog.textile-salon.ru/companies/company/144163-shaoxing-keqiao-jiejiegao-improt-and-export.html";"SHAOXING KEQIAO JIEJIEGAO IMPORT AND EXPORT";"http://www.jjg-tex.com";"+86-13575549483";"jack@jjg-tex.com"
"https://catalog.textile-salon.ru/companies/company/143734-shaoxing-zhongzhou-knitting-co-ltd.html";"SHAOXING ZHONGZHOU KNITTING CO., LTD";"https://zhongzhoutex.com";"8368507055";"01@zhongzhoutex.com"
"https://catalog.textile-salon.ru/companies/company/115378-sidogras.html";"SIDOGRAS";"http://www.sidogras.com";"+7 926 707-75-57";"adubenskii@sidogras.com"
"https://catalog.textile-salon.ru/companies/company/32311-soylu-orme-kumascilik.html";"SOYLU ORME KUMASCILIK";"http://www.soyluorme.com";"+90 212 653 77 88";"soylu@soyluorme.com"
"https://catalog.textile-salon.ru/companies/company/144142-suzhou-co-mega-import-and-export.html";"SUZHOU CO-MEGA IMPORT AND EXPORT";"https://co-megatextile.com";"+8618262133290";"nadya@co-megatextile.com"
"https://catalog.textile-salon.ru/companies/company/144178-suzhou-jingang-textile.html";"SUZHOU JINGANG TEXTILE";"https://jingangtex.en";"+86-15906251086";"sajatex@126.com"
"https://catalog.textile-salon.ru/companies/company/144166-suzhou-miaojinhua-textile-import-and-export.html";"SUZHOU MIAOJINHUA TEXTILE IMPORT AND EXPORT";"https://miaojinhua.ltd";"+86 15006257266";"Chris@miaojinhua.ltd"
"https://catalog.textile-salon.ru/companies/company/144181-suzhou-xuanyi-textile.html";"SUZHOU XUANYI TEXTILE";"https://max.chow";"+86 15371001616";"max.chow@aliyun.com"
"https://catalog.textile-salon.ru/companies/company/27511-yekpa-tekstil.html";"SYK TEKSTIL";"http://www.sykgroup.com";"+902242671525";"sales3@yekpa.com"
"https://catalog.textile-salon.ru/companies/company/143989-tarteks.html";"TARTEKS";"https://hakan.tatari";"+905323001075";"hakan.tatari@gmail.com"
"https://catalog.textile-salon.ru/companies/company/105519-teksprint.html";"TEKSPRINT & PERKYMOTH";"http://www.teksprint.com";"+ 90 533 237 53 02";"info@teksprint.com"
"https://catalog.textile-salon.ru/companies/company/32491-textus-srl.html";"TEXTUS SRL";"http://www.textus.it";"393386496652";"info@textus.it"
"https://catalog.textile-salon.ru/companies/company/142460-tkanel.html";"TKANEL";"";"";""
"https://catalog.textile-salon.ru/companies/company/143971-tongxiang-run-fun-textiles-co-ltd.html";"TONGXIANG RUN & FUN TEXTILES CO., LTD";"http://www.runfuntex.com";"8657173520";"catherine@runfuntex.com"
"https://catalog.textile-salon.ru/companies/company/105777-toraman.html";"TORAMAN";"https://www.toramantekstil.com";"+ 90 212 474 82 07/08";"info@toramantekstil.com.tr"
"https://catalog.textile-salon.ru/companies/company/32275-ugur-tekstil.html";"UGUR TEKSTIL";"http://www.ugurtextile.com";"+ 90 212 231 85 13";"info@ugurtextile.com"
"https://catalog.textile-salon.ru/companies/company/40414-uluyurt-teksti-l.html";"ULUYURT TEKST?L";"http://www.uluyurttekstil.com";"+ 90 532 335 07 67";"m_uluyurt@hotmail.com"
"https://catalog.textile-salon.ru/companies/company/40426-unallar-tekstil.html";"UNALLAR TEKSTIL";"http://www.unallar.com";"90 543 301 14 60";"info@unallar.com"
"https://catalog.textile-salon.ru/companies/company/104430-viratex.html";"VIRATEX?";"https://virakumas.com";"+90 538 433 34 35";"sales@virakumas.com.tr"
"https://catalog.textile-salon.ru/companies/company/144184-winchang-eco-fur.html";"WINCHANG ECO FUR";"http://www.winchangtex.com";"+86 13549362112";"sales-e2@winchangtex.com"
"https://catalog.textile-salon.ru/companies/company/142463-wostock-roztekh.html";"WOSTOCK / –Œ«“≈’";"http://www.wostock.ru";"+7 (968) 921-77-38";"info@wostock.ru"
"https://catalog.textile-salon.ru/companies/company/122088-wuxi-rever-international-ltd.html";"WUXI REVER INTERNATIONAL LTD.";"http://www.revercn.com";"+8618115406005";"sales@revercn.com"
"https://catalog.textile-salon.ru/companies/company/44955-yash-fashions.html";"YASH FASHIONS";"http://www.yashfashion.ru";"7 (916) 347-08-73";"manager1@yashfashion.ru"
"https://catalog.textile-salon.ru/companies/company/117981-ylc-fabric.html";"YLC FABRIC";"https://outlook.com";"+ 90 533 200 76 58";"ylcfabric@outlook.com"
"https://catalog.textile-salon.ru/companies/company/32587-yunsa.html";"YUNSA";"http://www.yunsa.com";"+90 (216) 365 65 00";"iletisim@yunsa.com"
"https://catalog.textile-salon.ru/companies/company/144190-yusuf-turgut-tekstil.html";"YUSUF TURGUT TEKSTIL";"http://www.byyusufturgut.com";"+ 90 902 126 44 23 23";"byyusufturgut@gmail.com"
"https://catalog.textile-salon.ru/companies/company/144589-zhangjiagang-city-yudun-special-fiber.html";"ZHANGJIAGANG CITY YUDUN SPECIAL FIBER";"http://www.ydaramid.com";"7712652202";"liujie@yudunfiber.com"
"https://catalog.textile-salon.ru/companies/company/142598-antineya-tm.html";"¿Õ“»Õ≈ﬂ “Ã";"http://www.antynea.com";"+ 375 17 270 07 45";"info@antynea.com"
