Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381029?&stand=2B030";"FONGS EUROPE GMBH";"http://www.fongs.eu/";"+49 7914030";"info@fongs.eu";"Сушильно-ширильные машины Красильные машины и аппараты Аппретирующее и отделочное оборудование Вспомогательное оборудование и устройства для отделочного текстильного производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381472?&stand=2F086";"FOSHAN NANHAI RONGJU MACHINERY CO. LTD";"http://www.rongjuyarnwinding.com/";"+86 75785618418";"guojrong@163.com";"Бобинажно-перемоточные машины крестовой намотки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381052?&stand=2E088";"FUJIAN YONTHIN DIGITAL CONTROL TECHNOLOGY CO. LTD";"http://www.yonthin.com/";"+86 15259503603";"amy@yonthin.com";"Вышивальные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381473?&stand=2D030";"GREAT TEX";"http://greattex.ru/";"+7 (967) 358-1770";"greattex@yandex.ru";"Многоголовочные вышивальные машины Раскройные установки (комплексы), машины и устройства, принадлежности Сервисное обслуживание оборудования Переработка отходов в легкой промышленности Машины для изготовления матрацев Оборудование для производства нетканых материалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381476?&stand=2B036";"GUANGZHOU YONG JIN MACHINERY CO. LTD";"https://gzyongjin.en.alibaba.com/";"+86 13316227528";"yj@yongjinjixie.com";"Лентоткацкие станки Жаккардовые машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381469?&stand=2E082";"HANGZHOU XIONGYUE TECHNOLOGY CO. LTD";"http://www.xiongyuetechnology.com/";"+86 18658168512";"wk@xiongyuetechnology.com";"Оборудование для печати по текстилю"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381033?&stand=2A040";"HARDWICK-TEX";"https://hardwick-tex.ru/";"+7 351 200-7460";"tex@hardwick.ru";"Сервисное обслуживание оборудования Новые технологии и новые материалы для легкой и текстильной промышленности Научно-исследовательские и проектные разработки, энергообеспечение производства Перемоточные машины Мерильно-браковочное оборудование Плетельные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381276?&stand=2C115";"HOLIHOPE HOLIAUMA";"https://www.inlegmash-expo.ru/";"";"";"Вышивальные машины Многоголовочные вышивальные машины Прочие вышивальные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381021?&stand=2C040";"INDIAN CHEMICAL INDUSTRIES";"https://www.inlegmash-expo.ru/";"";"";"Красители и химикаты для легкой промышленности"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381579?&stand=2E043";"iStock";"https://istock.link/";"+7 (812) 643-4171";"info@istock.link";"Системы компьютерного проектирования CAD/CAM для текстильной промышленности Программное обеспечение для менеджмента и логистики Программное обеспечение для организации производства, САПР (CAD/CAE/CAM), программы учета Логистика для производства, оборудования, сырья, готовой продукции и расходных материалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381466?&stand=2B094";"JIANGSU FENGTE TECHNOLOGY CO. LTD";"http://www.jsfengte.com/";"+86-13520325166";"396852890@qq.com";"Аппретирующее и отделочное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381468?&stand=2F056";"JIANGSU XIANGSHENG TECHNOLOGY CO. LTD";"http://www.jsxsmach.com/";"+86 51087585080";"sales@jyxsmach.com";"Подготовительное оборудование для ткацкого производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381038?&stand=2D075";"JIANGSU YINGYANG NONWOVEN MACHINERY CO. LTD";"http://www.yingyang.cn/";"+86 051252588888";"yy6436@163.com";"Оборудование для производства нетканых материалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381046?&stand=2F010";"JOGINDRA INDUSTRIES PVT. LTD";"https://jogson.com/";"+7 (812) 327-4713";"info@jogson.com";"Оборудование для переработки химических волокон Вспомогательное оборудование для прядильного производства Оборудование для обезвоживания Красильные машины и аппараты Вспомогательное оборудование и устройства для отделочного текстильного производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381460?&stand=2B076";"JOY MEAN GROUP LIMITED";"https://www.inlegmash-expo.ru/";"+86-13961819399";"yy9399@163.com";"Запчасти, комплектующие и техоснастка Вспомогательное оборудование для ткацкого производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381005?&stand=2C050";"KINWAH";"http://narrowfabric.kinwah-group.com/";"+86 13537028151";"colleenhe@kinwah-group.com";"Красильные машины и аппараты Аппретирующее и отделочное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381487?&stand=2A072";"KROSSMARK INNOVATIONS";"http://www.embeegrp.com/";"+91 8980056367";"manan@embeegrp.com";"Запчасти, комплектующие и техоснастка Сушильно-ширильные машины Красильные машины и аппараты Оборудование для печати по текстилю Вспомогательное оборудование и устройства для отделочного текстильного производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381007?&stand=2F040";"LASERCUT";"https://lasercut.ru/";"8 800 777-1787";"info@lasercut.ru";"Раскройные установки (комплексы), машины и устройства, принадлежности Оборудование для производства обуви и кожгалантерейных изделий Оборудование для мехового и кожевенного производства Оборудование упаковочно-маркировочное Вспомогательное оборудование, детали и материалы Прочие машины для резки текстиля"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381479?&stand=2A048";"MECHANO INDIA (R.A)";"https://www.inlegmash-expo.ru/";"+91 9830185303";"mechano.ashwin@gmail.com";"Запчасти, комплектующие и техоснастка Крутильные машины Перемоточные машины Вспомогательное оборудование для ткацкого производства Челночные ткацкие станки Бесчелночные ткацкие станки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/380999?&stand=2F070";"MECHANO UH";"https://www.inlegmash-expo.ru/";"+91 9830708300";"h.mechano@gmail.com";"Запчасти, комплектующие и техоснастка Вспомогательное оборудование, детали и материалы Подготовительное оборудование для ткацкого производства Вспомогательное оборудование для ткацкого производства Челночные ткацкие станки Бесчелночные ткацкие станки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381018?&stand=2C040";"MEMNUN MAKINA IMALAT SAN. TIC. LTD. STI.";"https://www.inlegmash-expo.ru/";"";"";"Оборудование упаковочно-маркировочное Вспомогательное оборудование, детали и материалы Красильные машины и аппараты Оборудование для печати по текстилю Аппретирующее и отделочное оборудование Вспомогательное оборудование и устройства для отделочного текстильного производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381482?&stand=2B025";"NINGBO CREDIT OCEAN MACHINERY & ELECTRON CO. LTD";"http://creditocean.com/";"+86 57427851851";"sales6@creditocean.com";"Крутильные машины Машины для намотки мотков на картоне Мотальные машины, машины для намотки пряжи в мотки Тростильные машины Лентоткацкие станки Плетельные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381019?&stand=2C040";"PIVOTTEX MAKINA SAN. LTD. STI.";"https://www.inlegmash-expo.ru/";"";"";"Швейные машины Промышленные швейные машины Оверлоки Подготовительное оборудование для швейного производства, швейные автоматы, машины, устройства и принадлежности Раскройные установки (комплексы), машины и устройства, принадлежности Оборудование для настила ткани"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381023?&stand=2C040";"POLTEKS-MAK MAKINE SAN. VE TIC. LTD. ST?";"https://www.inlegmash-expo.ru/";"";"";"Материалы для обработки поверхности текстиля Оборудование упаковочно-маркировочное Подготовительное оборудование для ткацкого производства Вспомогательное оборудование для ткацкого производства Оборудование для печати по текстилю Термопрессы, каландры"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381486?&stand=2B104";"PROfashion";"https://www.inlegmash-expo.ru/";"+7 (495) 626-3020";"expo@profashion.ru";"Ткани СМИ Логистика для производства, оборудования, сырья, готовой продукции и расходных материалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381054?&stand=2B102";"PUBLISH";"https://publish.ru/";"+7 (495) 725-4780";"marketing@publish.ru";"Сопутствующие товары и услуги Научно-техническая литература СМИ"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381057?&stand=2E084";"QINGDAO CENTURY HAIJIA MACHINERY CO. LTD";"http://www.waterjetloom.com/";"+86 053283130887";"Marketing@qdhaijia.net";"Бесчелночные ткацкие станки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381002?&stand=2C050";"RATERA";"http://ratera.com/";"+34 938745711";"ratera@ratera.com";"Оборудование для канатного производства Перемоточные машины Плетельные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381474?&stand=2E080";"REFA TEXTILE MACHINERY CO. LTD";"http://www.refatech.cn/";"+86 18115380550";"klein@refatech.cn";"Аппретирующее и отделочное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381004?&stand=2C050";"ROBCO ENGINEERING";"ОШИБКА";"ОШИБКА";"ОШИБКА";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381020?&stand=2C040";"SAGA TEXTILE MACHINERY CO. LTD";"ОШИБКА";"ОШИБКА";"ОШИБКА";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381475?&stand=2F098";"SAZHEN INTERNATIONAL TRADING (SHANGHAI) CO. LTD";"http://www.seize-air.com/";"+86 2167290898";"sales@seize-air.com";"Вспомогательное оборудование для ткацкого производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381040?&stand=2A040";"SHANGHAI SUNKING INDUSTRY INC.";"https://www.sunkingmachinery.com/";"+86 18717892063";"assistant@sunkingtextile.com";"Запчасти, комплектующие и техоснастка Оборудование для переработки химических волокон Текстурирующие машины Прядильные машины Крутильные машины Красильные машины и аппараты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381477?&stand=2F068";"SHANGHAI XIANGHAI BRAIDING MACHINE CO. LTD";"http://www.xiang-hai.com/";"+86 15901763829";"amy@xiang-hai.com";"Шнуровязальные машины Оплеточные и окруточные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381458?&stand=2B072";"SHIJIAZHUANG TEXTILE MACHINERY CO. LTD";"http://www.sjzfzjx.com/";"+86-15003111789";"15003111789@163.com";"Бесчелночные ткацкие станки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381045?&stand=2F010";"STALMEC ENGINEERING PVT. LTD";"ОШИБКА";"ОШИБКА";"ОШИБКА";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381030?&stand=2B030";"SUNTECH TEXTILE MACHINERY";"http://www.suntech-machinery.com/";"+86 57186597552";"sales@suntech-machinery.com";"Вспомогательное оборудование для ткацкого производства Складальное и паковочное оборудование Мерильно-браковочное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381463?&stand=2B086";"SUZHOU SOFT GEM INTELLIGENT EQUIPMENT CO. LTD";"http://www.szsoftgem.com/";"+86-19906239908";"softgemvivian@ruanshizz.com";"Оборудование для переработки химических волокон"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381464?&stand=2B090";"SUZHOU T.U.E HI-TECH NONWOVEN MACHINERY CO. LTD";"http://www.tue91.com/";"+86 13962380875";"tue@tue91.com";"Оборудование для производства нетканых материалов"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381047?&stand=2F010";"TASKAR ENGINEERING";"https://www.taskarengineering.com/";"+7 (812) 327-4713";"taskarengineering@gmail.com";"Оборудование для мехового и кожевенного производства Сушильно-ширильные машины Аппретирующее и отделочное оборудование Машины для изготовления лейкопластырей и пластырей для ран Прочие машины для резки текстиля Оборудование для производства технического текстиля"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381581?&stand=2B055";"TUFEKCI MAKINE SAN. VE TIC. A.S.";"https://www.inlegmash-expo.ru/";"+90 342 337 12 12";"info@tufekci.com.tr";"Подготовительное оборудование гребенного, полугребенного и аппаратного прядильного производства Вспомогательное оборудование для прядильного производства Подготовительное оборудование для хлопчатобумажного прядильного производства Прядильные машины Подготовительное оборудование для ткацкого производства Оборудование для производства технического текстиля"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381003?&stand=2C050";"TWISTECHNOLOGY";"http://twistechnology.com/";"+34 937894100";"info@twistechnology.com";"Крутильные машины Мотальные машины для паковок бутылочной формы Тростильные машины Красильные машины и аппараты Аппретирующее и отделочное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381058?&stand=2E010";"VIVAT LTD";"https://sgt-tech.su/";"+7 (4932) 31-10-00";"info@sgt-tech.su";"Промышленные швейные машины Вышивальные машины Многоголовочные вышивальные машины Раскройные установки (комплексы), машины и устройства, принадлежности Оборудование для настила ткани Оборудование для влажно-тепловой обработки (ВТО)"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381061?&stand=2C060";"WEST GLOBAL MAKINA TIC. A.S.";"http://westmakina.com.tr/";"+90 5425407852";"furkang@westmakina.com.tr";"Сушильно-ширильные машины Красильные машины и аппараты"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381456?&stand=2A070";"WUHU ARIS INTERNATIONAL TRADE CO. LTD";"http://www.aris-textile.com/";"+86-17755308650";"osben@aris-textile.com";"Основовязальные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381457?&stand=2B070";"WUXI XIANHE AUTOMATION EQUIPMENT CO. LTD";"ОШИБКА";"ОШИБКА";"ОШИБКА";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381483?&stand=2C043";"XIAMEN YITAI INDUSTRIAL CO. LTD";"http://yeetex.com/";"+86 05922102277";"sales560@yeetex.com";"Крутильные машины Лентоткацкие станки Бесчелночные ткацкие станки Жаккардовые машины Плетельные машины"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381063?&stand=2E020";"ZHEJIANG DOLLOR SEWING MACHINE CO. LTD";"http://www.dollor.biz/";"+86 578-2197193";"geranka@mail.ru";"Швейные машины Промышленные швейные машины Оверлоки Оборудование для производства обуви и кожгалантерейных изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381461?&stand=2B078";"ZHEJIANG JOYA POLYMER TECHNOLOGY CO. LTD";"http://www.joyachem.com/";"+86-573-88689281";"info@joyachem.com";"Вспомогательное оборудование и устройства для отделочного текстильного производства"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381459?&stand=2B074";"ZHEJIANG KAICHENG INTELLIGENT MACHINERY CO. LTD";"http://www.chinakaicheng.com/";"+86 18888717551";"Sales02@chinakaicheng.com";"Крутильные машины Мотальные машины, машины для намотки пряжи в мотки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381059?&stand=2D120";"ZHONGXIN TM";"http://xn----7sbgb3a8abhy8d.xn--p1ai/";"+7 (499) 559-9968";"sailid-manager@yandex.ru";"Швейные машины Промышленные швейные машины Подготовительное оборудование для швейного производства, швейные автоматы, машины, устройства и принадлежности Новые технологии и новые материалы для легкой и текстильной промышленности"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381048?&stand=2B025";"АЗБУКА ВЯЗАНИЯ";"http://www.az-v.ru/";"+7 383 310-7235";"dir@az-v.ru";"Шнуровязальные машины Оборудование упаковочно-маркировочное Оборудование для канатного производства Перемоточные машины Мотальные машины, машины для намотки пряжи в мотки Лентоткацкие станки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381048?&stand=2C043";"АЗБУКА ВЯЗАНИЯ";"http://www.az-v.ru/";"+7 383 310-7235";"dir@az-v.ru";"Шнуровязальные машины Оборудование упаковочно-маркировочное Оборудование для канатного производства Перемоточные машины Мотальные машины, машины для намотки пряжи в мотки Лентоткацкие станки"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381582?&stand=2A050";"АЛЬФА-БАНК";"https://www.inlegmash-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381028?&stand=2B030";"БАГТЕКС";"http://www.bagtex.ru/";"+7 (926) 640-6438";"ab@bagtex.ru";"Оборудование упаковочно-маркировочное Перемоточные машины Подготовительное оборудование для ткацкого производства Бесчелночные ткацкие станки Сушильно-ширильные машины Красильные машины и аппараты Оборудование для печати по текстилю"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381583?&stand=2B050";"БЫКОВ ИВАН ИВАНОВИЧ, ИП";"https://www.inlegmash-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381013?&stand=2D110";"ВЕЛЛЕС, группа компаний";"http://www.velles.ru/";"+7 (495) 665-0556";"sm@velles.ru";"Плосковязальные машины Швейные машины Вышивальные машины Раскройные установки (комплексы), машины и устройства, принадлежности Принтеры, плоттеры Термопрессы, каландры"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381065?&stand=2C110";"ВЕЛЛТЕКС, ООО";"http://www.welltex.ru/";"+7 (495) 626-8400";"info@welltex.ru";"Швейные машины Вышивальные машины Оборудование для влажно-тепловой обработки (ВТО) Системы и средства автоматического контроля и управления технологическим оборудованием Ткани Текстильная галантерея и фурнитура"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381062?&stand=2E020";"ГЕРАН ЛЮКС, ООО";"http://www.geran.ru/";"+7 (495) 949-5510";"geranka@mail.ru";"Швейные машины Промышленные швейные машины Оборудование для влажно-тепловой обработки (ВТО) Оборудование для производства обуви и кожгалантерейных изделий Запчасти, комплектующие и техоснастка Сервисное обслуживание оборудования"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381041?&stand=2D098";"ГРАМОС, ООО";"http://www.granucci.ru/";"+7 (495) 767-1533";"info@granucci.ru";"Швейные машины Подготовительное оборудование для швейного производства, швейные автоматы, машины, устройства и принадлежности Раскройные установки (комплексы), машины и устройства, принадлежности Оборудование для производства обуви и кожгалантерейных изделий Запчасти, комплектующие и техоснастка Сервисное обслуживание оборудования"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381584?&stand=2E081";"ГРАНД ДЕЙ";"https://www.inlegmash-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381034?&stand=2E045";"ДАП РУ, ООО";"http://das-russia.ru/";"+7 (495) 674-0061";"shekhanova@dap-russia.ru";"Швейные машины Промышленные швейные машины Подготовительное оборудование для швейного производства, швейные автоматы, машины, устройства и принадлежности Оборудование для производства обуви и кожгалантерейных изделий Запчасти, комплектующие и техоснастка Новые технологии и новые материалы для легкой и текстильной промышленности"
"https://icatalog.expocentr.ru/ru/exhibitions/190a3ab4-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381043?&stand=2D100";"ЗИПКИТ ТЕХНОЛОДЖИ, ООО";"https://zipkit-technology.ru/";"+7 (953) 327-3740";"100@zipkittech.ru";"Раскройные установки (комплексы), машины и устройства, принадлежности Оборудование для производства обуви и кожгалантерейных изделий Оборудование для мехового и кожевенного производства"
