Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379492?&stand=11A084";"DALIAN HUAHAN RUBBER AND PLASTIC MACHINERY CO. LTD";"http://www.huahandl.com/";"+86 13194288368";"sales@chinahuahan.com";"Оборудование для переработки резины Оборудование для переработки шин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379507?&stand=11C210";"DALIAN JIAERXIN RUBBER & PLASTICS MACHINERY CO. LTD";"http://www.dljex.com/";"+86 18841189355";"rubbermixing@126.com";"Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379544?&stand=11D190";"DALIAN RICHON CHEM CO. LTD";"http://www.richon-chem.com/";"+86-411-82507336";"info@richon-chem.com";"Контрольно-испытательное оборудование Химикаты и добавки Синтетический каучук"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379602?&stand=11E186";"DH NEW MATERIALS — CHINA";"http://www.dhnewmaterial.com/";"+86 057582731966";"joycegu@dhnewmaterial.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379525?&stand=11B136";"DONGYING FANGXING RUBBER CO. LTD";"http://www.fangxinggroup.com/";"+86 546 6893818";"spring@fangxinggroup.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379552?&stand=11A012";"DONGYING JABIL RUBBER CO. LTD";"http://www.jabiltyre.com/";"+86 546 6505388";"Info@jabiltyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379588?&stand=11B040";"DONGYING JOYO AUTO PARTS CO. LTD";"http://www.joyowheel.com./";"+86 15954623088";"jone@joyowheel.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379491?&stand=11D211";"DONGYING LIZHIYUAN NEW MATERIALS CO. LTD";"https://www.rubber-expo.ru/";"+86 13371419941";"jtpowered@vip.163.com";"Химикаты и добавки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379630?&stand=11E162";"DONGYING RUNGOLD CO. LTD";"https://greamarkotr.com/";"+86 15554631351";"Melody@greamarkotr.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379484?&stand=11C188";"DONGYING TYRE-DOCTOR TYRE CO. LTD";"http://www.powerlionrubber.com/";"+86 18854621988";"otrtyre@163.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379559?&stand=11C133";"DONGYING WANHE CHEMICAL CO. LTD";"https://wanhehuagong.en.alibaba.com/";"+86 15066058666";"wanhehuagong@gmail.com";"Химикаты и добавки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379573?&stand=11E135";"EAGLE (QINGDAO) IMPORT AND EXPORT CO. LTD";"https://www.rubber-expo.ru/";"+86 151 6624 0123";"lin@gugswtyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379529?&stand=11C136";"EXMILE (JIANGSU) NEW MATERIAL TECHNOLOGY CO. LTD";"http://www.exmiletyre.com/";"+86 518 85330666";"exmiletyre@exmiletyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379497?&stand=11A082";"FLUOTECH (XIAMEN) NEW MATERIALS CO. LTD";"http://www.fluotechrubber.com/";"+86 592 7213752";"sayafu@fluotechrubber.com";"Синтетический каучук"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379625?&stand=11A150";"GANZHOU JOINT CARBIDE CO. LTD";"http://www.wuwtools.com/";"+86 17761285365";"leo@groupkts.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379556?&stand=11C186";"GUANGRAO HUAPU NEW MATERIAL CO. LTD";"http://http//www.cordfabricforrubbertires.com";"+86 15154683553";"ceo@cordfabricforrubbertires.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379562?&stand=11C110";"GUBERSAIL TYRE (JIANGSU) CO. LTD";"http://www.gubersail.com/";"+86 532 83032698";"info@gubersail.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379569?&stand=11D145";"GUILIN ZHONGHAO MECH & ELEC EQUIPMENT CO. LTD";"https://glzhlcrm.com.cn/";"+86 7732662732";"gzhmachine@163.com";"Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379589?&stand=11E174";"HANGZHOU FUYANG FUCHUN TYRE CO. LTD";"http://www.hzfuchuntyre.com/";"";"fc@fuchuntyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379539?&stand=11C212";"HAOCHEN (WUXI) PLASTIC INDUSTRY CO. LTD";"http://www.haochen-plastic.com/";"+86 510 88791688";"Haochen6888@163.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379590?&stand=11D196";"HEBEI FEINUO MACHINERY PARTS MANUFACTURING CO. LTD";"http://feinuo-parts.com/";"+86 03184238517";"sale1@hebeifeinuo.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379498?&stand=11A086";"HEBEI JIEXING RUBBER SEALS CO. LTD";"https://www.chinajiexing.cn/";"+86 18632957356";"jiexingcyl@chinajiexing.cn";"Резка резиновых и каучуковых изделий Натуральный каучук Синтетический каучук"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379634?&stand=11E178";"HEBEI TANGXING ALLOY TECHNOLOGY CO. LTD";"http://www.sunlandwheels.com/";"+86 19143353055";"wendy@sunlandwheels.com";"Шины, покрышки и сопутствующие товары Шиномонтажное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379637?&stand=11E170";"HEBEI WEIWEI RUBBER AND PLASTIC SEALS CO. LTD";"https://www.weiweiguijiao.com/";"+86 13383691333";"Wei@weiweiguijiao.com";"Формовые и неформовые РТИ в широком ассортименте (уплотнители, амортизаторы, техпластины и др.) Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379489?&stand=11D135";"HEBI RUIDA CHEMICAL TECHNOLOGY CO. LTD";"http://www.rubberchems.com/";"+86 18739223377";"evan@rubberchems.com";"Химикаты и добавки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379509?&stand=11D113";"HENAN YONGXIN CHEMICAL CO. LTD";"http://www.chinapvi.com/";"+86 372 6481705";"yxfjy@chinapvi.com";"Химикаты и добавки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379501?&stand=11A088";"HENGYANG HUAYI MACHINERY CO. LTD";"http://www.huayijx.com/";"+86 734 8323019";"huayijx@huayijx.com";"Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380624?&stand=11E166";"HERBERT (HEBEI) INDUSTRY CO. LTD";"http://www.hbtrubber.com/";"+86 022 83869739";"info@hbtrubber.com";"Конвейерные ленты Рукава и патрубки различного назначения Приводные ремни Формовые и неформовые РТИ в широком ассортименте (уплотнители, амортизаторы, техпластины и др.) Прорезиненные ткани и изделия из них"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379476?&stand=11E145";"HUBEI HONGMADA WHEEL CO. LTD";"http://http?//www.hmdlg.com";"+86 0710-6323287";"sales02@hmdwheels.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379515?&stand=11D112";"HUNAN ZHONGJUN TECHNOLOGY CO. LTD";"http://www.zhongjuntech.com/";"+86 193 73059022";"zhongjunkeji1@zhongjuntech.com";"Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379601?&stand=11E172";"IWHEEL CO. LTD";"http://www.iwheel.hk/";"+86 13735770999";"iwheel@aliyun.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379549?&stand=11A083";"JIANGSU CHENJIAN FABRIC CO. LTD";"http://www.jscjby.cn/";"+86 516 88451990";"chenjian202209@jscjby.cn";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379519?&stand=11D133";"JIANGSU GUANLIAN NEW MATERIAL TECHNOLOGY CO. LTD";"http://www.gualn.com/";"+86 512 82708291";"gualn@gualn.com";"Шины, покрышки и сопутствующие товары Восстановленные шины Конвейерные ленты Рукава и патрубки различного назначения Приводные ремни Формовые и неформовые РТИ в широком ассортименте (уплотнители, амортизаторы, техпластины и др.)"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379542?&stand=11D111";"JIANGSU HEZHONG FABRIC CO. LTD";"https://www.hezhongtireliner.com/";"+86 516 88128806";"dl@js-hezhong.com";"Сырье и материалы для производства шин и резинотехнических изделий Химические волокна Научно-технические разработки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379543?&stand=11C211";"JIANGSU HSIN SOU CHEMICAL CO. LTD";"https://www.jshsinsou.com/";"+86 517 82697998";"soly@allwinchem.com";"Сырье и материалы для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379554?&stand=11C185";"JIANGSU JIAHENG FIBRE CO. LTD";"http://www.js-jiaheng.com/";"+86 51558113583";"susan200921@aliyun.com";"Прорезиненные ткани и изделия из них"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379478?&stand=11C190";"JIANXIN TYRE (FUJIAN) CO. LTD";"http://www.jianxintyre.com/";"+86 15659971023";"877276326@qq.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379538?&stand=11D131";"JIUJIANG DOWELL RUBBER TECHNOLOGY CO. LTD";"http://www.dowellacm.com/";"+86 19126750980";"nini@dowellacm.com";"Синтетический каучук"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379578?&stand=11E142";"JOVA WHEELS & JIANGXI XIFA TECHNOLOGY CO. LTD";"http://www.jovawheels.com/";"+86 18819367688";"viking@jovawheels.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379563?&stand=11C201";"JOYWAY INDUSTRIAL COMPANY LIMITED";"http://www.joywaygroup.com.cn/";"+86 18661903279";"tire1@joywaygroup.com.cn";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379606?&stand=11C045";"KORYO TYRES INDUSTRIAL (CHINA) LTD";"https://www.koryotyre.com/";"+86 86760666";"export@koryotyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380677?&stand=11E014";"LandRock";"http://landrock-partner.ru/";"+7 (996) 734-4156";"shinnik.rf@gmail.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379537?&stand=11D070";"MESNAC CO. LTD";"https://en.mesnac.com/";"+86 532 84011943";"info@mesnac.com";"Контрольно-испытательное оборудование Оборудование для переработки резины Резка резиновых и каучуковых изделий Научно-технические разработки Программное обеспечение Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379514?&stand=11A087";"MICRO DENSHI (BEIJING) CO. LTD";"http://www.microbeijing.com/";"+86 10 80102110";"zjq@micro.sina.net";"Оборудование для переработки резины"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379502?&stand=11D132";"NINGBO CHAP MACHINERY MANUFACTURE CO. LTD";"http://www.chap-machinery.com/";"+86 574 83086181";"Sales@chap-china.cn";"Оборудование для переработки резины"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379594?&stand=11E184";"NINGBO YINQIU AUTO ACCESSORY CO. LTD";"http://www.cnnbyinqiu.com/";"+86 13685709221";"info@cnnbyinqiu.com";"Шины, покрышки и сопутствующие товары Шиномонтажное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379505?&stand=11C010";"PRINX CHENGSHAN (SHANDONG) TIRE COMPANY LTD";"http://www.prinxchengshan.com/";"+86 400 618-8899";"info@prinxchengshan.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379628?&stand=11B165";"QINGDAO ARIVO TYRE CO. LTD";"http://www.arivotyre.co.uk/";"+86 13869671780";"yeelen@arivotyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379571?&stand=11E095";"QINGDAO AU-SHINE TYRE CO. LTD";"http://www.aushinegroup.com/";"+86 532 68066078";"admin@aushine.com.cn";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379547?&stand=11D074";"QINGDAO DAYU MOULD CO. LTD";"http://www.qddayumuju.com/";"+86 13963991413";"qingdaodayumould@163.com";"Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379528?&stand=11B090";"QINGDAO DITRIP TYRE CO. LTD";"http://www.ditriptyre.com/";"+86 53285861980";"info@ditriptyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379511?&stand=11B003";"QINGDAO ENJOY TYRE CO. LTD";"http://www.enjoytyre.com/";"+86 13675851234";"Gary@enjoytyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379627?&stand=11D204";"QINGDAO FLORESCENCE CO. LTD";"http://www.florescencetube.com/";"+86 18205321693";"info85@florescence.cc";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379608?&stand=11A050";"QINGDAO FORESION AUTOMATION CO. LTD";"http://www.foresion.com/";"+86 4008885190";"tonyhan@foresion.com";"Оборудование для переработки резины Оборудование для переработки шин Химикаты и добавки Металлокорд Научно-технические разработки Оборудование для производства шин и резинотехнических изделий"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379565?&stand=11D116";"QINGDAO FREE TRADE ZONE NEWLAND INTL CO. LTD";"http://www.bestangtyre.com/";"+86 15694411091";"richard@bestangtyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379518?&stand=11A081";"QINGDAO HAICHUAN RUBBER CO. LTD";"http://www.zihairubber.com.cn/";"+86 15063065965";"jason@zihairubber.com.cn";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379592?&stand=11B150";"QINGDAO HAWKWAY TYRE CO. LTD";"http://www.hawkwaytyre.com/";"+86 532 55578038";"info@hawkwaytyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379610?&stand=11C150";"QINGDAO HENGDA TYRE CO. LTD";"http://www.hengdatyre.com/";"+86 053268972391";"marina@hengdatyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379520?&stand=11B001";"QINGDAO HONGHUA TYRE FACTORY";"http://www.honghuatyre.com/";"+86 532 85822568";"rose@honghuatyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379623?&stand=11A060";"QINGDAO HUASHENG RUBBER CO. LTD";"http://www.huashengtyres.com/";"+86 532 86613611";"sales@huashengtyres.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379535?&stand=11D213";"QINGDAO HUICAI MACHINE MANUFACTURE CO. LTD";"http://www.huicaiglobal.com/";"+86 532 83978175";"oksana@huicaiglobal.com";"Оборудование для производства шин и резинотехнических изделий Оборудование и материалы для шиновосстановления"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379612?&stand=11D198";"QINGDAO LEADER MEASURING & CONTROLLING CO. LTD";"https://www.rubber-expo.ru/";"+86 53283939221";"sales@l-tech.com.cn";"Контрольно-испытательное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379597?&stand=11D200";"QINGDAO MARRIS RUBBER CO. LTD";"http://www.marristire.com/";"+86 532 85616527";"david@marristyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379487?&stand=11B072";"QINGDAO NOAHARK TYRE CO. LTD";"http://www.xbri.com/";"+86 13791998830";"jeffny.liu@sunset-tires.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379495?&stand=11A080";"QINGDAO OCSEN INDUSTRIAL COMPANY LIMITED";"http://www.ocsengroup.com/";"+86 532 67798515";"eric@ocsengroup.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379510?&stand=11C005";"QINGDAO OTAI TIRE CO. LTD";"http://www.touradortyre.com/";"+86 532 89265430";"jody@otaitire.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379486?&stand=11B054";"QINGDAO QIZHOU RUBBER CO. LTD";"http://www.marchertire.com/";"+86 532 85784112";"Marcher_otr@vip.163.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379598?&stand=11C070";"QINGDAO QJ INDUSTRIAL INC.";"http://www.qandjgroup.com/";"+86 532 86998145";"export7@qandjgroup.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379626?&stand=11E182";"QINGDAO ROUNDRULE TYRE CO. LTD";"http://www.roundruletyre.com/";"+86 53268069532";"sean@roundruletyre.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379585?&stand=11D044";"QINGDAO RUNYE INTERNATIONAL TRADING CO. LTD";"http://www.yzwheel.cn/";"+86 546 6507226";"Larissa7167@hotmail.com";"Шины, покрышки и сопутствующие товары"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0464-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/379631?&stand=11C160";"QINGDAO SAP INTERNATIONAL TRADING CO. LTD";"http://en.sunautoparts.cn/";"+86 18393780688";"evan@sunautoparts.cn";"Шины, покрышки и сопутствующие товары"
