яЯШКЙЮ;мЮГБЮМХЕ;яЮИР;рЕКЕТНМ;Email
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375523?stand=15D110";"ARBOR NOVA";"http://www.arbor-nova.ru/";"+7 (812) 244-8088";"info@arbor-nova.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375239?stand=15D160";"ARDA K?MYA SAN. VE T?C. LTD. ?T?.";"http://www.ardakimya.com.tr/";"+90 216 3041980";"info@ardakimya.com.tr"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375220?stand=15B050";"ARISTO";"http://www.aristo.expert/";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375458?stand=15D075";"AYPOL SOLVENT VE KIMYA SANAYI VE TICARET A.S. (POLCHEM TM)";"http://www.aypol.com.tr/";"+90 212 221 00 56";"didem@starexpo.org"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375447?stand=18B012";"BAZHOU HANDSOME FURNITURE CO. LTD";"http://www.handsomechair.com/";"+86 13363630700";"handsome01@handsomechair.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375579?stand=18C110";"BAZHOU HANLIN IMPORT AND EXPORT TRADING CO. LTD";"https://bzhanlin.en.alibaba.com/";"";"vivi@bzhanlin.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375525?stand=18D050";"BAZHOU QUNYING STAMPING FACTORY";"http://www.jywjin.com/";"+86 316 7413052";"qy@jywjin.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375197?stand=18C130";"BEIJING CENTURY NAVIGATION INTERNATIONAL EXHIBITION CO. LTD";"http://www.cn-exhibition.cn/";"+86 18131663966";"kang.jian@cn-exhibition.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375172?stand=14D215";"BENTWOOD";"http://www.bentwood.ru/";"+7 (495) 465-8035";"info@bentwood.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375159?stand=15E130";"BESTLY";"http://www.bestly.ru/";"+7 (495) 978-3715";"info@bestly.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375355?stand=13F132";"BIGARDEN";"https://bigarden.ru/";"+7 (495) 135-1320";"info@bigarden.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375215?stand=13D125";"BOGEMIA MEBEL (ANNENKOV R.A. IE)";"http://www.vk.com/club212534012";"+7 (950) 690-8283";"bogemiamebel@yandex.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375399?stand=15D010";"BOYARD";"http://www.boyard.biz/";"+7 (343) 22-77-751";"boyard@boyard.biz"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375203?stand=15E030";"BRAMEK";"http://www.bramek.ru/";"+7 (495) 500-0925";"info@bramek.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375378?stand=15C050";"BRASS";"http://www.brass.ru/";"+7 (495) 134-2911";"info@brass.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375400?stand=15C140";"BYSPAN";"http://www.idrev.by/";"+375 (1645) 352 11";"info@idrev.by"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375595?stand=14B070";"CARIN CASA";"http://www.carincasa.ru/";"+7 804 700-7071";"info@carincasa.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375563?stand=18D096";"CHANGZHOU BEND NEW MATERIAL TECHNOLOGY CO. LTD";"http://www.czwandao.com/";"+86 1377145341";"wjm_thera@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375623?stand=18F010";"CHANGZHOU JIA XUAN INTELLIGENT FURNITURE CO. LTD";"https://www.meb-expo.ru/";"+86 13915896179";"mark@jarshan.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375330?stand=18D176";"CHANGZHOU NUOGEBOS DECORATION MATERIAL CO. LTD";"https://www.czngbs.com/";"+86 519 85100379";"ngbs@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375426?stand=18D100";"CHAOPAI NANOTECHNOLOGY (SHANDONG) CO. LTD";"http://www.chaopaitech.com/";"+86 13376139818";"chaopaitech@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375492?stand=13D194";"ChiedoCover";"http://chiedocover.ru/";"+7 (922) 906-6777";"mail@chiedocover.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375431?stand=18E104";"CHONGQING SHIBUFAN NEW ENVIRONMENTAL PROTECTION BUILDING MATERIALS CO. LTD";"http://www.shinbucks.com/";"+86 13343855885";"nagexpo24@sina.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375368?stand=13C050";"CITY MATTRESS LLC";"https://www.matras-city.ru/";"8 800 555-5727";"welcome@matras-city.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375184?stand=15E088";"COLOREST";"http://www.shop.colorest.ru/";"+7 (927) 985-6877";"colorest73@mail.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375466?stand=13D142";"COMFORT LOUNGE";"http://www.xn--80ajofxh.com/";"+7 (928) 141-7775";"sale@comfort-lounge.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375379?stand=14B090";"DaVita-ЛЕАЕКЭ";"http://davitamebel.ru/";"+7 (3822) 70-58-10";"info@davitamebel.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375333?stand=18D190";"DEHUA TB NEW DECORATION MATERIAL CO. LTD";"https://www.tubaobao.com/";"+86 13587279147";"flora_lin@aliyun.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375470?stand=14E150";"DIRECTORIA & MODER";"http://www.directoria-moder.ru/";"+7 (495) 755-7707";"diler@directoria-moder.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375188?stand=13D170";"DOMIART TM (KRAFT-GROUP)";"http://www.k-domiart.ru/";"+7 (495) 644-1298";"info@k-domiart.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375428?stand=18E112";"DONGGUAN GUIFENG MACHINERY ELECTRICAL EQUIPMENT CO. LTD";"https://qiye.163.com/login";"+86 13527938528";"henry@coya-gf.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375626?stand=18E175";"DONGGUAN SANHO ADHESIVE MATERIAL CO. LTD";"http://www.sanhobond.com/";"+86 13729941589";"sherry@sanhobond.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375541?stand=18E056";"DONGGUAN TEDITON INTELLIGENT TECHNOLOGY CO. LTD";"https://www.teditonlock.com/";"+86 15017212555";"uno@teditonlock.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375619?stand=15D165";"ECE BOYA SAN. T?C. A.?.";"https://www.meb-expo.ru/";"+90 262 644 45 44";"soner.gorgen@eceboya.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375459?stand=15B190";"ESKIM KIMYA SAN. UE TIC A.S.";"http://eskim.com.tr/";"+90 2222360190";"export@eskim.com.tr"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375164?stand=15D090";"ETERNO";"http://www.globalgrup.ru/";"+7 (985) 149-8899";"vat@globalgrup.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375318?stand=13D152";"EVERIN";"http://www.everintex.com/";"";"karen@everintex.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375611?stand=13B135";"EXPORT PROMOTION COUNCIL FOR HANDICRAFTS";"http://www.epch.in/";"+91 1126125893";"visitors@epch.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375388?stand=18E215";"FCPROJECT";"http://www.fcproject.ru/";"+7 (926) 980-0575";"mg@fcproject.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375582?stand=18C096";"FOSHAN BONAS FURNITURE CO. LTD";"https://www.bonasfurniture.com/";"+86-13425926545";"info@bonasfurniture.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375627?stand=18B040";"FOSHAN CITY HUABI FURNITURE TECHNOLOGY CO. LTD";"http://www.yousheng-f.com/";"+86 18138925206";"jiulong-sales04@yousheng-f.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375419?stand=18C040";"FOSHAN CITY NANHAI HOLLKI ELECTRONIC TECHNOLOGY CO. LTD";"http://www.hollki.com/";"+86 18022290852";"wenjiaji@hollki.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375536?stand=18E055";"FOSHAN JINRUI PLASTIC HARDWARE PRODUCT CO. LIMITED";"https://fsfortress.en.alibaba.com/";"+86 75729224593";"sales@fortressmaterial.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375552?stand=18B216";"FOSHAN JIWEI NEW MATERIAL CO. LTD";"http://www.hmcn.ltd/";"+86 13128270040";"kuangbosen@hmcn.ltd"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375451?stand=18D080";"FOSHAN KEZHIMEI FURNITURE CO. LTD";"https://www.sihoo.com/en";"+86 75523055306";"Receive@sihoo.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375534?stand=18E052";"FOSHAN MINGYI MACHINERY CO. LTD";"http://www.mingyimachine.com/";"+86 18024904466";"info@mingyimachine.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375538?stand=18E059";"FOSHAN NANHAI LIN XUAN HARDWARE CO. LTD";"http://fslinxuan.en.alibaba.com/";"+86 13923158592";"linxuan2016@aliyun.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375562?stand=18E120";"FOSHAN NANHAI RAN MING LI JIA LI HARDWARE CO. LTD";"http://www.lijialihardware.com/";"+86 18923181806";"sheeta_liu@fslijiali.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375567?stand=18B018";"FOSHAN NEW STYLE FURNITURE CO. LTD";"https://www.meb-expo.ru/";"+86 13590625094";"senming5@sdjunhuang.net"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375347?stand=18E015";"FOSHAN SHUNDE XONAO METAL PRODUCTS CO. LTD";"https://xonao.com/";"+86 75722899534";"info@xonao.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375577?stand=18B060";"FOSHAN TANLIN OFFICE FURNITURE CO. LTD";"https://www.tanglinseating.com/";"+86 13823470168";"sales101@tonglinchair.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375332?stand=18D178";"FOSHAN TONGGAO NEW MATERIALS CO. LTD";"https://www.fstonggaoxin.com/";"+86 757 28802263";"tg23687@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375529?stand=18D175";"FOSHAN WANSU NEW MATERIAL CO. LTD";"https://www.wannifilm.com/";"+86 13516505823";"patrick.ye@wannifilm.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375528?stand=18D171";"FOSHAN YUEYUHONGJIAN ALUMINUM CO. LTD";"https://www.yueyu-alum.com/";"+86 13925440470";"tiffanydu1212@yueyu-alu.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375287?stand=15C060";"GEN?";"https://www.gencpaints.ru/";"+7 (909) 933-4343";"info@gencpaints.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375435?stand=18C118";"GLOBAL FURNITURE (ZHEJIANG) CO. LTD";"http://www.globalfurniturechina.com/";"+86 5725321366";"sales@globalfurniturechina.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375321?stand=15D150";"G?KHAN BOYA SAN. VE T?C. LTD. ?T?. (?NL? BOYA TM)";"https://unluboya.com.tr/";"+90 5433325042";"ksivrioglu@unluboya.com.tr"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375312?stand=13B110";"GOLDTEX HOMETEXTILE";"http://www.goldteks.ru/";"+7 4932 231904";"mp.goldtex@yandex.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375337?stand=18D195";"GREHOME HARDWARE CO. LIMITED";"http://www.grehome-hardware.com/";"+86 13738328687";"info@grehome-hardware.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375336?stand=18D192";"GUANGDONG AOSITE HARDWARE PRECISION MANUFACTURING CO. LTD";"https://www.aosite.com/";"+86 758 8579183";"aosite01@aosite.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375452?stand=18D075";"GUANGDONG GUANGRUN PRECISE MANUFACTURING CO. LTD";"http://www.rohurohu.com/";"+86 13128353623";"tonyhu@rohurohu.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375427?stand=18E118";"GUANGDONG GUANXING NEW MATERIALS CO. LTD";"https://www.meb-expo.ru/";"+86 13680418069";"aria@nagexpo.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375516?stand=18C075";"GUANGDONG JINLI XIANGXING PRECISION METAL MANUFACTURING CO. LTD";"http://www.keax.com.cn/";"+86 758-8577913";"maxshinges@xswj.net"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375436?stand=18E038";"GUANGDONG NOBO INTELLIGENT TECHNOLOGY CO. LTD";"http://www.nobochina.com/";"+86 18022279998";"caseyng@nobochina.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375327?stand=18D052";"GUANGDONG OULA HARDWARE TECHNOLOGY CO. LTD";"https://www.gdoula.com/";"+86 663 8500511";"sale@oulagroup.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375531?stand=18E010";"GUANGDONG SACA INNOVATION TECHNOLOGY CO. LTD";"https://www.sh-abc.cn/";"+86 757 26332266";"export@sh-abc.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375532?stand=18E012";"GUANGDONG SINO-ADHESIVE NEW MATERIAL TECHNOLOGY CO. LTD";"https://www.sino-adhesive.com/";"+86 15913662425";"eden.zhuo@sino-adhesive.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375425?stand=18D030";"GUANGDONG XINCHUANG NEW MATERIAL TECHNOLOGY CO. LTD";"https://www.meb-expo.ru/";"+86 15814884251";"davidluo5560@QQ.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375331?stand=18D177";"GUANGZHOU BAOXIN HARDWARE CO. LTD";"https://www.baoxinhardware.com/";"+86 18502075893";"mariya@baoxinhardware.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375576?stand=18E040";"GUANGZHOU BEST WISHES IMPORT & EXPORT CO. LTD";"https://www.meb-expo.ru/";"+86 15920402855";"amanda@gz-bestwishes.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375526?stand=18D051";"GUANGZHOU INTERNET WOOD GLUE TRADING CO. LTD";"http://www.internetwoodglue.com/";"+86 2082163888";"zyl@iwgcn.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375583?stand=18E037";"GUANGZHOU JUNRONG HARDWARE CO. LTD";"https://www.meb-expo.ru/";"+86 2036933623";"junronghuang@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375628?stand=18B030";"GUANGZHOU KANGDUN FURNITURE CO. LIMITED";"https://www.meb-expo.ru/";"+86 13924134842";"1937279462@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375421?stand=18D090";"GUANGZHOU LICHUAN HARDWARE ENTERPRISE CO. LTD";"http://www.gzlichuan.com/";"+86 13728001964";"gzlichuan@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375432?stand=18C215";"GUANGZHOU MODERN Z FURNITURE CO. LIMITED";"http://www.modernzfurniture.com/";"+86 15917012600";"sales2@modernzfurniture.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375380?stand=18E017";"GUANGZHOU PACIFIC HARDWARE PRODUCTS CO. LTD";"http://www.tpyls.cn/";"+86 13829784986";"tpy.lashou@163.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375616?stand=15D158";"H.K.S. AL?M?NYUM ?N?AAT SAN.? VE T?C. LTD. ?T?.";"https://www.meb-expo.ru/";"+90 342 235 36 05";"dilek@hksaluminyum.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375572?stand=18B114";"HAINING FUDEHAO HOME TEXTILE CO. LTD";"http://www.fdhtex.com/";"+86 13757345410";"sales3@fdhtex.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375537?stand=18E058";"HAINING JINJIE METAL CO. LTD";"http://www.gtfixen.com/";"+86 13516833516";"info@gtfixen.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375587?stand=18B055";"HAINING JULONG NEW MATERIAL CO. LTD";"http://www.jlwarpknitting.en.alibaba.com/";"+86 057387995527";"bob@hnjlhx.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375512?stand=18B130";"HAINING REDSUN TEXTILE CO. LTD";"https://hnsuntex.en.alibaba.com/index.html";"+86 13516831123";"elena@redsuntex.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375505?stand=18D230";"HAINING XINFENG HARDWARE FACTORY";"http://www.xfhardware.com/";"+86 13706591561";"info@xfhardware.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375504?stand=18D135";"HAINING YICHENG HARDWARE CO. LTD";"http://www.hdecn.com/";"+86 13575307080";"info@hdecn.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375507?stand=18D143";"HAINING YOUWANG HARDWARE CO. LTD";"http://www.hnywwj.com/";"+86 13706592671";"Sales2@hn-yw.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375571?stand=18E033";"HANGZHOU GEYI TEXTILE CO. LTD";"http://www.enjoytex.com.cn/";"+86 18605718133";"info@enjoytex.com.cn"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375570?stand=18E035";"HANGZHOU SONGJIA WEAVING CO. LTD";"https://www.meb-expo.ru/";"+86 15067166052";"linsey@songjia-fabric.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375233?stand=15E190";"HARDWICK";"http://www.hardwick.ru/";"8 800 101-4165";"info@hardwick.ru"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375442?stand=18B105";"HEBEI SHUNTIAN TECHNOLOGY GROUP CO. LTD";"http://shuntianofficial.com/";"+86 18301079631";"320435331@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375441?stand=18B100";"HEBEI XIANDAI STEEL-WOOD PRODUCTS CO. LTD";"http://shuntianofficial.com/";"+86 18301079631";"320435331@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375564?stand=18E110";"HEBEI YINGLIAN NEW MATERIALS TECHNOLOGY CO. LTD";"https://www.meb-expo.ru/";"+86 15622078000";"549610002@qq.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375423?stand=18E094";"HENAN DOOR WORLD IMPORT-TRADING CO. LTD";"https://www.meb-expo.ru/";"+86 18336362053";"fuy67764@gmail.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375340?stand=18D198";"HEYUAN WANLI TECHNOLOGY CO. LTD";"https://www.manleepetg.com/";"+86 13923680174";"wanli05@manleepetg.com"
"https://icatalog.expocentr.ru/ru/exhibitions/de590dc1-417d-11ee-80ce-a0d3c1fab97f/exhibitors/375346?stand=18E013";"HOMESTYLER (SHANGHAI) TECHNOLOGY CO. LTD";"https://www.homestyler.com/";"+86 18616747825";"homestyler.business@service.alibaba.com"
